borough,neighborhood,building_class_category,tax_class_at_present,block,lot,ease_ment,building_class_at_present,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date,year
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6236,37,NA,A1,154 STAFFORD AVENUE,NA,10312,1,0,1,4000,1966,1935,1,A1,995000,45282,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6237,7,NA,A1,419 JEFFERSON BOULEVARD,NA,10312,1,0,1,10000,3056,1960,1,A1,0,45181,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6239,47,NA,A2,630 WOODROW ROAD,NA,10312,1,0,1,5760,2744,1980,1,A2,850000,45089,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6239,67,NA,A3,225 CROWN AVENUE,NA,10312,1,0,1,9600,3698,1980,1,A3,1185000,45223,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6240,46,NA,A1,4901 AMBOY ROAD,NA,10312,1,0,1,4250,1628,1924,1,A1,820000,45204,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6243,58,NA,A1,49 MOSELY AVENUE,NA,10312,1,0,1,5500,1592,1920,1,A1,0,45132,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1B,6245,6,NA,V0,4983 AMBOY ROAD,NA,10312,0,0,0,4009,0,1960,1,A2,500000,45141,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,15,NA,A2,5001 AMBOY ROAD,NA,10312,1,0,1,8360,988,1960,1,A2,679000,45079,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,220,NA,A2,46 PINE TERRACE,NA,10312,1,0,1,4700,1973,1960,1,A2,725000,45272,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1B,6246,16,NA,V0,3 POILLON AVENUE,NA,10312,0,0,0,5680,0,1978,1,A1,1050000,45278,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6247,37,NA,A1,1033 ANNADALE ROAD,NA,10312,1,0,1,4470,1578,1925,1,A1,0,44952,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,4,NA,A2,267 ALBEE AVENUE,NA,10312,1,0,1,8700,1911,1970,1,A2,0,45255,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,207,NA,A1,1014 ANNADALE ROAD,NA,10312,1,0,1,33530,2324,1955,1,A1,2525000,44966,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,257,NA,A2,152 NORTH PINE TERRACE,NA,10312,1,0,1,4000,1584,1965,1,A2,575000,45019,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,259,NA,A2,156 NORTH PINE TERRACE,NA,10312,1,0,1,4700,2796,1965,1,A2,900000,45267,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,274,NA,A2,133 NORTH PINE TERRACE,NA,10312,1,0,1,5500,2008,1965,1,A2,805000,45271,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,416,NA,A2,918 ANNADALE ROAD,NA,10312,1,0,1,4715,1575,1965,1,A2,0,44986,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,431,NA,A1,884 ANNADALE ROAD,NA,10312,1,0,1,13367,1800,1930,1,A1,0,45065,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,434,NA,A2,882 ANNADALE ROAD,NA,10312,1,0,1,12969,952,1945,1,A2,0,45065,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6251,75,NA,A5,97 BENNETT AVENUE,NA,10312,1,0,1,3135,1344,1970,1,A5,590000,44986,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6251,80,NA,A5,109 BENNETT AVENUE,NA,10312,1,0,1,3283,1344,1970,1,A5,0,45180,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6251,90,NA,A1,14 DOWNES AVENUE,NA,10312,1,0,1,8000,2250,1985,1,A1,1080000,45086,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6254,104,NA,A1,89 SOUTH RAILROAD ST,NA,10312,1,0,1,6160,1200,1985,1,A1,635000,45146,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6258,1,NA,A1,80 JEFFERSON BOULEVARD,NA,10312,1,0,1,5820,1200,1935,1,A1,768000,45230,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6258,7,NA,A1,70 JEFFERSON BOULEVARD,NA,10312,1,0,1,6000,1868,1955,1,A1,0,45232,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6258,10,NA,A1,68 JEFFERSON BOULEVARD,NA,10312,1,0,1,7200,1498,1925,1,A1,745000,45048,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6259,12,NA,A3,246 DETROIT AVENUE,NA,10312,1,0,1,8000,2389,2014,1,A3,1050240,45043,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6259,40,NA,A2,100 JEFFERSON BOULEVARD,NA,10312,1,0,1,4000,1300,1955,1,A2,0,45142,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6260,30,NA,A2,210 EDGEGROVE AVENUE,NA,10312,1,0,1,6000,836,1940,1,A2,725000,45083,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6260,68,NA,A1,259 DETROIT AVENUE,NA,10312,1,0,1,4000,3005,1990,1,A1,996000,45195,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6267,48,NA,A1,275 SHELDON AVENUE,NA,10312,1,0,1,3720,1728,2000,1,A1,820000,44965,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6268,57,NA,A1,205 SINCLAIR AVENUE,NA,10312,1,0,1,4000,1888,1955,1,A1,0,44937,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6268,66,NA,A2,223 SINCLAIR AVENUE,NA,10312,1,0,1,4200,1864,1965,1,A2,0,44984,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6269,21,NA,A3,278 VINELAND AVENUE,NA,10312,1,0,1,6500,2800,2004,1,A3,950000,45056,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6270,21,NA,A1,304 CROWN AVENUE,NA,10312,1,0,1,4000,2000,1950,1,A1,0,45271,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6279,10,NA,A2,203 SOUTH RAILROAD ST,NA,10312,1,0,1,4380,2230,1985,1,A2,0,45258,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6279,10,NA,A2,203 SOUTH RAILROAD STREET,NA,10312,1,0,1,4380,2230,1985,1,A2,0,45202,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6281,43,NA,A1,393 EDGEGROVE AVENUE,NA,10312,1,0,1,6000,2854,1975,1,A1,10,45008,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6281,61,NA,A3,431 EDGEGROVE AVENUE,NA,10312,1,0,1,3700,2497,1986,1,A3,840000,45041,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6283,31,NA,A1,337 IONIA AVENUE,NA,10312,1,0,1,5700,2420,1985,1,A1,0,45189,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6286,15,NA,A1,393 LAMONT AVENUE,NA,10312,1,0,1,8300,2920,1975,1,A1,950000,45189,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6296,74,NA,A2,307 DELMAR AVENUE,NA,10312,1,0,1,4000,1968,1970,1,A2,0,45068,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6297,63,NA,A2,495 IONIA AVENUE,NA,10312,1,0,1,4000,1968,1970,1,A2,735000,45161,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6298,34,NA,A2,194 HEENAN AVENUE,NA,10312,1,0,1,4000,1932,1975,1,A2,0,44992,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6298,70,NA,A2,267 DELMAR AVENUE,NA,10312,1,0,1,5000,2220,1976,1,A2,799000,44966,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6299,25,NA,A2,388 RATHBUN AVE,NA,10312,1,0,1,4000,1968,1969,1,A2,875000,45043,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6300,19,NA,A3,440 RENSSELAER AVENUE,NA,10312,1,0,1,13000,2957,1970,1,A3,950000,45055,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6300,66,NA,A3,221 DELMAR AVENUE,NA,10312,1,0,1,6000,1932,1970,1,A3,0,45078,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6320,5,NA,A2,192 ALBEE AVENUE,NA,10312,1,0,1,8000,1568,1970,1,A2,918000,45160,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6320,63,NA,A2,78 BUFFINGTON AVENUE,NA,10312,1,0,1,4000,1125,1965,1,A2,639000,45114,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6357,40,NA,A1,24 BENNETT PLACE,NA,10312,1,0,1,12000,5928,1985,1,A1,1575000,44965,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6360,35,NA,A1,6 RYAN PLACE,NA,10312,1,0,1,6000,2065,1984,1,A1,1190000,45133,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6361,25,NA,A1,211 KINGHORN STREET,NA,10312,1,0,1,7000,2240,1983,1,A1,763688,45120,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6364,12,NA,A3,39 TYNDALE STREET,NA,10312,1,0,1,9000,3960,1990,1,A3,0,44971,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6364,84,NA,A1,23 TYNDALE STREET,NA,10312,1,0,1,11000,3600,1996,1,A1,1129239,45182,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6367,1,NA,A1,327 SHIRLEY AVENUE,NA,10312,1,0,1,4240,1976,1975,1,A1,830000,45278,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6367,13,NA,A1,84 WEAVER STREET,NA,10312,1,0,1,4000,2296,1970,1,A1,910000,45233,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6367,19,NA,A2,70 WEAVER STREET,NA,10312,1,0,1,4000,715,1935,1,A2,0,45149,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6367,42,NA,A1,295 SHIRLEY AVENUE,NA,10312,1,0,1,4000,2524,1975,1,A1,0,45112,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6367,48,NA,A1,307 SHIRLEY AVENUE,NA,10312,1,0,1,4000,1744,1975,1,A1,0,45078,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6368,21,NA,A1,64 JANSEN STREET,NA,10312,1,0,1,6000,1820,1975,1,A1,0,45015,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6368,28,NA,A1,50 JANSEN STREET,NA,10312,1,0,1,10400,2334,1975,1,A1,0,45156,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6371,5,NA,A1,463 BARCLAY AVENUE,NA,10312,1,0,1,6000,2500,1970,1,A1,0,44993,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6371,38,NA,A1,106 JANSEN STREET,NA,10312,1,0,1,6300,2474,1970,1,A1,850000,45098,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6371,44,NA,A1,260 HOLDRIDGE AVENUE,NA,10312,1,0,1,7760,2343,1970,1,A1,0,44932,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6371,57,NA,A3,131 WEAVER STREET,NA,10312,1,0,1,10100,2240,1970,1,A3,0,45056,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6373,146,NA,A5,30 WINSLOW PLACE,NA,10312,1,0,1,3442,2058,2015,1,A5,0,45224,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6377,18,NA,A1,138 EYLANDT ST,NA,10312,1,0,1,6000,3040,1987,1,A1,1160000,45082,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6398,24,NA,A1,87 ALLEN PL,NA,10312,1,0,1,2720,2044,1945,1,A1,6000,45233,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6398,24,NA,A1,87 ALLEN PLACE,NA,10312,1,0,1,2720,2044,1945,1,A1,0,45281,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6398,24,NA,A1,87 ALLEN PLACE,NA,10312,1,0,1,2720,2044,1945,1,A1,5000,45225,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6398,24,NA,A1,87 ALLEN PLACE,NA,10312,1,0,1,2720,2044,1945,1,A1,5000,45230,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6402,39,NA,A2,10 ALLEN PLACE,NA,10312,1,0,1,6000,2040,1952,1,A2,650000,45080,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6406,1,NA,A1,262 NOEL STREET,NA,10312,1,0,1,4500,1400,2001,1,A1,0,45125,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6417,12,NA,A1,185 EYLANDT STREET,NA,10312,1,0,1,12048,2538,1987,1,A1,350000,45195,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6421,74,NA,A1,236 TALLMAN STREET,NA,10312,1,0,1,8000,2600,1980,1,A1,1142000,45008,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6421,78,NA,A1,232 TALLMAN STREET,NA,10312,1,0,1,8000,3085,1980,1,A1,999900,45084,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6424,67,NA,A1,49 RAE AVENUE,NA,10312,1,0,1,8000,2100,1975,1,A1,0,45042,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6442,126,NA,A1,25 NEWTON STREET,NA,10312,1,0,1,9692,1950,1920,1,A1,800000,45222,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6456,21,NA,A1,440 PHILIP AVENUE,NA,10312,1,0,1,7200,3800,1996,1,A1,1362000,45076,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6456,42,NA,A1,429 BERTRAM AVENUE,NA,10312,1,0,1,11340,3350,1997,1,A1,0,44980,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6460,12,NA,A1,348 PHILIP AVENUE,NA,10312,1,0,1,3680,1970,1986,1,A1,825000,45176,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6461,43,NA,A1,49 ALLEGRO STREET,NA,10312,1,0,1,3801,2105,2022,1,A1,0,45217,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6475,230,NA,A3,30 NICOLOSI DR,NA,10312,1,0,1,23433,5400,1990,1,A3,0,45240,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6475,532,NA,A5,5194 HYLAN BOULEVARD,NA,10312,1,0,1,1722,1764,2011,1,A5,665000,45083,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6511,94,NA,A1,57 RUGGLES STREET,NA,10312,1,0,1,10029,2652,1998,1,A1,1255000,45106,2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6517,175,NA,A1,465 JANSEN STREET,NA,10312,1,0,1,13600,4800,1985,1,A1,1255500,45216,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,5406,9,NA,B2,180 KINGHORN STREET,NA,10312,2,0,2,5000,3150,1990,1,B2,0,45278,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,5406,29,NA,B2,93 ELMBANK STREET,NA,10312,2,0,2,5000,3360,1989,1,B2,999000,45247,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,5407,11,NA,B2,108 ELMBANK STREET,NA,10312,2,0,2,5000,2627,2016,1,B2,0,45149,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,5407,15,NA,B2,96 ELMBANK STREET,NA,10312,2,0,2,5000,3000,2001,1,B2,0,44938,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6205,94,NA,B9,43 SEGUINE PLACE,NA,10312,2,0,2,3250,1804,1986,1,B9,763000,45166,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6209,26,NA,B9,211 MOSELY AVENUE,NA,10312,2,0,2,2444,1592,2007,1,B9,690000,44972,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6209,67,NA,B9,199 MOSLEY AVENUE,NA,10312,2,0,2,2665,1592,2007,1,B9,799999,45240,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6209,74,NA,B9,185 MOSELY AVENUE,NA,10312,2,0,2,3250,2008,1986,1,B9,0,45193,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6212,30,NA,B9,12 LUCY LOOP,NA,10312,2,0,2,3870,1500,2000,1,B9,849000,45034,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6212,100,NA,B2,1114 ARDEN AVENUE,NA,10312,2,0,2,4470,2500,2000,1,B2,990000,45251,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6228,19,NA,B2,170 EDGEGROVE AVENUE,NA,10312,2,0,2,4000,2424,1925,1,B2,0,45263,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6228,19,NA,B2,170 EDGEGROVE AVENUE,NA,10312,2,0,2,4000,2424,1925,1,B2,1150000,45219,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6235,7,NA,B2,351 JEFFERSON BOULEVARD,NA,10312,2,0,2,5000,2140,1980,1,B2,0,45103,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6235,14,NA,B2,158 SINCLAIR AVENUE,NA,10312,2,0,2,6000,2655,1985,1,B2,0,45260,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6235,27,NA,B2,140 SINCLAIR AVENUE,NA,10312,2,0,2,4000,2368,1965,1,B2,1020000,45078,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6235,47,NA,B2,552 ARDEN AVENUE,NA,10312,2,0,2,6000,3232,2022,1,B2,1221900,45014,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6235,60,NA,B2,205 SHELDON AVENUE,NA,10312,2,0,2,7000,3600,2001,1,B2,0,44978,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6237,4,NA,B2,409 JEFFERSON BOULEVARD,NA,10312,2,0,2,6000,2594,1986,1,B2,0,45181,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6238,58,NA,B2,195 VINELAND AVENUE,NA,10312,2,0,2,4000,2230,2004,1,B2,1170000,45191,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6242,36,NA,B2,64 MOSELY AVENUE,NA,10312,2,0,2,4290,2250,2000,1,B2,0,45264,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6242,70,NA,B2,29 SUMMIT PLACE,NA,10312,2,0,2,4125,2400,2014,1,B2,10,44976,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6242,72,NA,B2,25 SUMMIT PLACE,NA,10312,2,0,2,4125,2400,2014,1,B2,1220000,45112,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6250,5,NA,B2,245 ALBEE AVENUE,NA,10312,2,0,2,4040,1952,1970,1,B2,0,45180,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6250,5,NA,B2,245 ALBEE AVENUE,NA,10312,2,0,2,4040,1952,1970,1,B2,725000,45155,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6250,38,NA,B2,67 TENAFLY PLACE,NA,10312,2,0,2,3931,2235,2014,1,B2,0,45246,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6252,60,NA,B2,37 DOWNES AVENUE,NA,10312,2,0,2,4000,2186,1986,1,B2,0,45035,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6254,53,NA,B2,36 N. RAILROAD STREET,NA,10312,2,0,2,4000,2304,1984,1,B2,0,45065,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6261,54,NA,B2,227 EDGEGROVE AVENUE,NA,10312,2,0,2,5000,2940,2022,1,B2,1349181,45015,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6261,56,NA,B2,N/A EDGEGROVE AVENUE,NA,10312,2,0,2,5000,2940,2023,1,B2,1410276,45268,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6264,1,NA,B3,264 RATHBUN AVENUE,NA,10312,2,0,2,9720,1968,1930,1,B3,0,45237,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6264,15,NA,B2,242 RATHBUN AVENUE,NA,10312,2,0,2,5960,2200,1986,1,B2,985000,44949,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6270,1,NA,B2,344 CROWN AVENUE,NA,10312,2,0,2,4900,2449,2000,1,B2,1075000,45069,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6270,74,NA,B2,321 VINELAND AVENUE,NA,10312,2,0,2,4500,2776,1970,1,B2,840000,45281,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6272,1,NA,B1,744 WOODROW ROAD,NA,10312,2,0,2,8372,3200,1980,1,B1,0,45215,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6277,74,NA,B2,326 EDGEGROVE AVENUE,NA,10312,2,0,2,6000,2405,1985,1,B2,10,45140,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6278,18,NA,B2,307 EDGEGROVE AVENUE,NA,10312,2,0,2,4000,1800,1984,1,B2,900000,45147,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6279,31,NA,B9,245 SOUTH RAILROAD STREET,NA,10312,2,0,2,4480,2374,1985,1,B9,0,45009,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6281,23,NA,B2,372 IONIA AVENUE,NA,10312,2,0,2,4000,2066,1974,1,B2,840000,45120,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6283,28,NA,B2,331 IONIA AVENUE,NA,10312,2,0,2,5000,2328,1986,1,B2,0,45181,2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6297,25,NA,B2,432 LAMONT,NA,10312,2,0,2,5000,2760,2022,1,B2,1313543,45210,2023
