borough,neighborhood,building_class_category,tax_class_as_of_final_roll_17_18,block,lot,ease_ment,building_class_as_of_final_roll_17_18,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date,year
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6221,47,NA,A5,43 JEANNETTE AVENUE,NA,10312,1,0,1,2400,1580,2004,1,A5,542000,42790,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6222,40,NA,A5,43 LORRAINE AVENUE,NA,10312,1,0,1,2400,1500,2004,1,A5,555000,42846,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6222,42,NA,A5,39 LORRAINE AVENUE,NA,10312,1,0,1,2400,1500,2004,1,A5,0,43012,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6226,7,NA,A2,822 ARDEN AVENUE,NA,10312,1,0,1,6750,2478,1980,1,A2,536000,43033,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6227,4,NA,A2,105 JEFFERSON BOULEVARD,NA,10312,1,0,1,6732,1561,1965,1,A2,0,42830,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6232,76,NA,A1,1002 DRUMGOOLE ROAD WEST,NA,10312,1,0,1,3400,1248,1970,1,A1,0,43060,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6233,25,NA,A2,210 RENSSELAER AVENUE,NA,10312,1,0,1,4000,960,1960,1,A2,10,42836,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6234,7,NA,A1,329 JEFFERSON BOULEVARD,NA,10312,1,0,1,4000,2178,1965,1,A1,860000,42951,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6234,80,NA,A2,233 RENSSELAER AVENUE,NA,10312,1,0,1,5000,1176,1965,1,A2,0,42821,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6235,21,NA,A1,146 SINCLAIR AVENUE,NA,10312,1,0,1,8000,2240,1964,1,A1,0,42914,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6235,27,NA,A2,140 SINCLAIR AVENUE,NA,10312,1,0,1,4000,1176,1965,1,A2,475000,42929,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6236,10,NA,A5,385 JEFFERSON BOULEVARD,NA,10312,1,0,1,3000,1850,2000,1,A5,579900,43034,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6239,83,NA,A1,257 CROWN AVENUE,NA,10312,1,0,1,9600,1728,1975,1,A1,837478,43005,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6242,28,NA,A5,48 MOSELY AVENUE,NA,10312,1,0,1,4070,1200,1975,1,A5,100000,42830,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,108,NA,A1,7 FURMAN STREET,NA,10312,1,0,1,6400,2076,1970,1,A1,0,42755,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,217,NA,A1,50 PINE TERRACE,NA,10312,1,0,1,4700,2336,1960,1,A1,0,43013,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,217,NA,A1,50 PINE TERRACE,NA,10312,1,0,1,4700,2336,1960,1,A1,0,43013,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,161,NA,A1,35 ELY AVENUE,NA,10312,1,0,1,4452,1768,1965,1,A1,735000,42914,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,284,NA,A2,113 NORTH PINE TERRACE,NA,10312,1,0,1,5418,1056,1965,1,A2,680000,43047,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,518,NA,A1,20 EAST TENAFLY AVENUE,NA,10312,1,0,1,3854,1638,1975,1,A1,0,42936,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,524,NA,A5,8 EAST TENAFLY AVENUE,NA,10312,1,0,1,5510,1302,1975,1,A5,490000,42800,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,649,NA,A1,41 TENAFLY PLACE,NA,10312,1,0,1,11197,2604,1975,1,A1,999950,43003,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6261,24,NA,A2,226 IONIA AVENUE,NA,10312,1,0,1,10000,1792,1960,1,A2,10,42856,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6261,59,NA,A2,237 EDGEGROVE AVENUE,NA,10312,1,0,1,4000,1150,1925,1,A2,499900,43070,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6265,47,NA,A2,217 RATHBUN AVENUE,NA,10312,1,0,1,4000,2133,1975,1,A2,421000,43082,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1B,6268,3,NA,V0,290 STAFFORD AVENUE,NA,10312,0,0,0,4000,0,0,1,A1,899000,43087,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6268,5,NA,A1,286 STAFFORD AVENUE,NA,10312,1,0,1,4000,2002,1970,1,A1,579000,42810,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6269,61,NA,A2,267 STAFFORD AVENUE,NA,10312,1,0,1,6100,896,1940,1,A2,0,42893,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6271,1,NA,A1,716 WOODROW ROAD,NA,10312,1,0,1,8928,1828,1940,1,A1,875000,42951,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6271,28,NA,A3,291 CROWN AVENUE,NA,10312,1,0,1,12000,4040,1985,1,A3,980000,42752,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6273,32,NA,A3,339 CROWN AVENUE,NA,10312,1,0,1,4492,0,2016,1,A3,495000,42795,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6279,16,NA,A2,215 SOUTH RAILROAD ST,NA,10312,1,0,1,4080,2231,1985,1,A2,562500,42936,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6281,14,NA,A2,390 IONIA AVENUE,NA,10312,1,0,1,4000,1951,1975,1,A2,540000,42941,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6297,1,NA,A2,480 LAMONT AVENUE,NA,10312,1,0,1,7000,2168,1970,1,A2,42000,42942,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6299,21,NA,A2,396 RATHBUN AVENUE,NA,10312,1,0,1,4000,1968,1975,1,A2,575000,42866,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6301,60,NA,A1,475 RENSSELAER AVENUE,NA,10312,1,0,1,4000,2152,1970,1,A1,0,42744,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6301,60,NA,A1,475 RENSSELAER AVENUE,NA,10312,1,0,1,4000,2152,1970,1,A1,660000,42888,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6302,11,NA,A1,440 SINCLAIR AVENUE,NA,10312,1,0,1,4000,2160,1985,1,A1,760000,42978,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6304,11,NA,A3,414 VINELAND AVENUE,NA,10312,1,0,1,8500,3600,1992,1,A3,1120000,42962,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6320,22,NA,A2,133 DOWNES AVENUE,NA,10312,1,0,1,5000,1125,1965,1,A2,234000,42817,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6320,22,NA,A2,133 DOWNES AVENUE,NA,10312,1,0,1,5000,1125,1965,1,A2,0,42839,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6320,71,NA,A5,62 BUFFINGTON AVENUE,NA,10312,1,0,1,3000,1724,1970,1,A5,564000,42985,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6320,71,NA,A5,62 BUFFINGTON AVENUE,NA,10312,1,0,1,3000,1724,1970,1,A5,564000,42985,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6321,4,NA,A2,23 ALVINE AVENUE,NA,10312,1,0,1,4400,988,1935,1,A2,380000,42807,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6323,3,NA,A1,270 ALBEE AVENUE,NA,10312,1,0,1,4000,1672,1975,1,A1,520000,42822,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6352,1,NA,A1,105 PEARE PLACE,NA,10312,1,0,1,4000,2200,1997,1,A1,0,42913,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6353,12,NA,A1,118 PEARE PLACE,NA,10312,1,0,1,9003,3000,1984,1,A1,980000,43020,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6353,51,NA,A1,90 BAYVIEW TERRACE,NA,10312,1,0,1,3200,1600,2005,1,A1,550000,43033,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6356,66,NA,A1,436 HAROLD AVENUE,NA,10312,1,0,1,4447,2500,1995,1,A1,0,42823,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6360,72,NA,A1,4827 HYLAN BOULEVARD,NA,10312,1,0,1,2550,1600,2000,1,A1,520000,42886,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6361,20,NA,A1,219 KINGHORN STREET,NA,10312,1,0,1,6750,2874,1984,1,A1,875000,42863,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6364,37,NA,A1,196 NOEL STREET,NA,10312,1,0,1,6912,2420,1975,1,A1,0,42753,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6364,87,NA,A1,19 LUNA CIRCLE,NA,10312,1,0,1,15600,4560,1980,1,A1,1250000,42811,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6365,1,NA,A1,547 BARCLAY AVENUE,NA,10312,1,0,1,8000,2467,1980,1,A1,0,42948,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6366,32,NA,A9,360 SHIRLEY AVENUE,NA,10312,1,0,1,6000,2688,1987,1,A9,0,43066,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6366,60,NA,A1,211 NOEL STREET,NA,10312,1,0,1,6000,1928,1975,1,A1,212000,43068,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6370,64,NA,A2,379 SHIRLEY AVENUE,NA,10312,1,0,1,3000,975,1910,1,A2,424068,42794,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6373,145,NA,A5,26 WINSLOW PLACE,NA,10312,1,0,1,3442,2058,2015,1,A5,0,43019,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6382,25,NA,A1,640 SYCAMORE STREET,NA,10312,1,0,1,6000,1960,1980,1,A1,0,42865,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6398,19,NA,A5,9 OCEANVIEW AVENUE,NA,10312,1,0,1,2467,1016,1991,1,A5,435000,43010,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6402,39,NA,A2,10 ALLEN PLACE,NA,10312,1,0,1,6000,2040,1952,1,A2,0,42774,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6402,49,NA,A2,32 ALLEN PLACE,NA,10312,1,0,1,6000,1224,1940,1,A2,0,42740,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6403,22,NA,A1,373 KINGHORN STREET,NA,10312,1,0,1,4000,2160,1935,1,A1,0,42809,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6403,22,NA,A1,373 KINGHORN STREET,NA,10312,1,0,1,4000,2160,1935,1,A1,570000,42809,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6403,22,NA,A1,373 KINGHORN STREET,NA,10312,1,0,1,4000,2160,1935,1,A1,0,43011,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6406,47,NA,A9,274 NOEL STREET,NA,10312,1,0,1,8374,4000,1987,1,A9,0,43076,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6441,166,NA,A2,48 NEWTON STREET,NA,10312,1,0,1,7500,1740,1930,1,A2,695000,42888,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6452,1,NA,A3,44 ZEPHYR AVENUE,NA,10312,1,0,1,7600,3490,1997,1,A3,0,42913,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6453,23,NA,A1,501 PHILIP AVENUE,NA,10312,1,0,1,10110,5060,1997,1,A1,1320000,42949,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6455,47,NA,A1,439 PHILIP AVENUE,NA,10312,1,0,1,6201,3470,1998,1,A1,920000,42943,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6459,10,NA,A1,292 POILLON AVENUE,NA,10312,1,0,1,4000,2744,1987,1,A1,685000,42905,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6475,300,NA,A3,55 NICOLOSI DRIVE,NA,10312,1,0,1,10300,5104,1989,1,A3,0,43028,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6505,38,NA,A3,246 BERTRAM AVENUE,NA,10312,1,0,1,6900,3970,1992,1,A3,1200000,42984,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6510,15,NA,A1,62 PHILIP AVENUE,NA,10312,1,0,1,4520,2129,1991,1,A1,860000,42990,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6511,22,NA,A1,16 RUGGLES STREET,NA,10312,1,0,1,7500,1254,1945,1,A1,0,42923,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6517,37,NA,A3,20 ARBUTUS WAY,NA,10312,1,0,1,12626,3650,1985,1,A3,1130000,42985,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6517,39,NA,A9,30 ARBUTUS WAY,NA,10312,1,0,1,13150,3600,1985,1,A9,1150000,42739,2017
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6517,220,NA,A3,18 JANSEN COURT,NA,10312,1,0,1,11934,5368,1990,1,A3,0,42951,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6205,93,NA,B9,39 SEGUINE PLACE,NA,10312,2,0,2,3250,1804,1986,1,B9,0,42902,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6209,14,NA,B2,202 SNEDEN AVENUE,NA,10312,2,0,2,2600,1592,2005,1,B2,0,42746,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6209,23,NA,B9,205 MOSELY AVENUE,NA,10312,2,0,2,3750,1592,2007,1,B2,610000,42773,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6212,81,NA,B2,1076 ARDEN AVENUE,NA,10312,2,0,2,4200,2044,2012,1,B2,895000,42915,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6215,63,NA,B2,195 BARCLAY AVENUE,NA,10312,2,0,2,12900,3964,1989,1,B2,1100000,42881,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6216,5,NA,B2,41 FABIAN STREET,NA,10312,2,0,2,4000,2112,2000,1,B2,807500,42998,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6217,15,NA,B2,105 BARCLAY AVENUE,NA,10312,2,0,2,5000,1848,1965,1,B2,628000,42941,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6222,26,NA,B9,38 JEANNETTE AVENUE,NA,10312,2,0,2,2825,1600,2004,1,B9,590000,42748,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6227,67,NA,B2,936 CARLTON BOULEVARD,NA,10312,2,0,2,4000,2320,2004,1,B2,835000,43098,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6233,52,NA,B2,131 RATHBUN AVENUE,NA,10312,2,0,2,8000,2496,1975,1,B2,800000,42816,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6233,52,NA,B2,131 RATHBUN AVENUE,NA,10312,2,0,2,8000,2496,1975,1,B2,0,43021,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6234,68,NA,B2,209 RENSSELAER AVENUE,NA,10312,2,0,2,4000,2450,1997,1,B2,789000,42829,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6235,36,NA,B2,114 SINCLAIR AVENUE,NA,10312,2,0,2,4000,0,2016,1,B2,884859,42823,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6235,53,NA,B2,193 SHELDON AVENUE,NA,10312,2,0,2,4000,1128,2016,1,B2,884859,42905,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6235,56,NA,B2,197 SHELDON AVENUE,NA,10312,2,0,2,4000,0,2016,1,B2,869000,42916,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6237,70,NA,B1,191 STAFFORD AVENUE,NA,10312,2,0,2,5000,2208,1970,1,B1,620000,42844,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6239,71,NA,B2,233 CROWN AVENUE,NA,10312,2,0,2,9600,3288,1980,1,B2,882500,42793,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6249,245,NA,B2,128 NORTH PINE TERRACE,NA,10312,2,0,2,4000,2008,1965,1,B2,700000,42898,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6249,276,NA,B2,31 EAST TENAFLY AVENUE,NA,10312,2,0,2,4305,3369,1989,1,B2,0,42800,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6250,5,NA,B2,245 ALBEE AVENUE,NA,10312,2,0,2,4040,1952,1970,1,B2,100,43026,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6251,89,NA,B2,131 BENNETT AVENUE,NA,10312,2,0,2,4000,2200,1993,1,B2,0,42930,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6267,3,NA,B9,242 SINCLAIR AVENUE,NA,10312,2,0,2,3360,1216,2002,1,B9,0,42858,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6270,1,NA,B2,344 CROWN AVENUE,NA,10312,2,0,2,4900,2449,2000,1,B2,815000,42998,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6270,69,NA,B2,309 VINELAND AVENUE,NA,10312,2,0,2,6000,2320,1970,1,B2,10,42985,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6277,77,NA,B2,320 EDGEGROVE AVENUE,NA,10312,2,0,2,6000,2405,1985,1,B2,0,42873,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6281,25,NA,B2,366 IONIA AVENUE,NA,10312,2,0,2,4000,2460,2016,1,B2,864494,42880,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6283,59,NA,B2,790 DRUMGOOLE ROAD EAST,NA,10312,2,0,2,4418,2328,1986,1,B2,0,42961,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6286,35,NA,B2,40 RAMONA AVENUE,NA,10312,2,0,2,10000,4096,1975,1,B2,10,42836,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6287,15,NA,B9,33 RAMONA AVENUE,NA,10312,2,0,2,6000,3100,1985,1,B9,0,42761,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6287,18,NA,B1,37 RAMONA AVENUE,NA,10312,2,0,2,4000,1936,2001,1,B1,10,42881,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6297,4,NA,B2,472 LAMONT AVENUE,NA,10312,2,0,2,7000,2464,1970,1,B2,568758,42738,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6299,5,NA,B2,434 RATHBUN AVENUE,NA,10312,2,0,2,4000,2640,1979,1,B2,725000,43007,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6304,40,NA,B2,36 HEENAN AVENUE,NA,10312,2,0,2,4000,0,2016,1,B2,834965,42962,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6349,33,NA,B2,125 BENNETT PLACE,NA,10312,2,0,2,9960,5413,1985,1,B2,1199958,42821,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6350,7,NA,B2,106 BENNETT PLACE,NA,10312,2,0,2,8000,4208,1985,1,B2,0,42913,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6350,7,NA,B2,106 BENNETT PLACE,NA,10312,2,0,2,8000,4208,1985,1,B2,0,42913,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6356,38,NA,B2,204 KINGHORN STREET,NA,10312,2,0,2,10000,4150,1995,1,B2,1200000,43053,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6357,68,NA,B2,4743 HYLAN BOULEVARD,NA,10312,2,0,2,3920,2450,2000,1,B2,780000,43027,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6359,51,NA,B9,42 PEARE PLACE,NA,10312,2,0,2,5000,2200,1980,1,B9,0,42842,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6360,1,NA,B2,639 BARCLAY AVENUE,NA,10312,2,0,2,2280,1200,1999,1,B2,450000,42942,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6364,99,NA,B2,47 RAVENNA STREET,NA,10312,2,0,2,7000,2516,1980,1,B2,762000,42968,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6401,35,NA,B2,5 ALLEN PLACE,NA,10312,2,0,2,4002,3360,1987,1,B2,400000,43098,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6402,42,NA,B2,16 ALLEN PLACE,NA,10312,2,0,2,4000,0,2016,1,B2,905224,43080,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6421,6,NA,B2,156 LIPSETT AVENUE,NA,10312,2,0,2,6000,2800,1984,1,B2,835000,43018,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6423,46,NA,B2,89 LIPSETT AVENUE,NA,10312,2,0,2,4438,2400,1989,1,B2,785000,42999,2017
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6429,84,NA,B2,24 BLUE HERON COURT,NA,10312,2,0,2,10017,4800,1998,1,B2,0,42759,2017
