borough,neighborhood,building_class_category,tax_class_as_of_final_roll_18_19,block,lot,ease_ment,building_class_as_of_final_roll_18_19,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date,year
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3172,19,NA,A9,563 ODER AVENUE,NA,10304,1,0,1,2600,1410,1960,1,A9,475000,43741,2019
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3176,34,NA,A5,96 NORTH RAILROAD AVE,NA,10304,1,0,1,1120,1350,1988,1,A5,495000,43734,2019
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3176,37,NA,A5,90 NORTH RAILROAD AVE,NA,10304,1,0,1,1190,1350,1988,1,A5,390000,43496,2019
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3179,22,NA,A2,1060 TARGEE STREET,NA,10304,1,0,1,3588,1161,1962,1,A2,559000,43585,2019
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3179,32,NA,A2,73 ROME AVENUE,NA,10304,1,0,1,6300,828,1930,1,A2,650000,43679,2019
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3180,28,NA,A5,23 COLUMBUS AVENUE,NA,10304,1,0,1,2112,1811,2017,1,A5,0,43535,2019
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3183,16,NA,A9,32 ROME AVENUE,NA,10304,1,0,1,2300,1350,1985,1,A9,0,43781,2019
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3184,149,NA,A5,1053 WEST FINGERBOARD RD,NA,10304,1,0,1,3000,1264,1989,1,A5,560000,43545,2019
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3205,11,NA,A2,88 WHITNEY AVENUE,NA,10305,1,0,1,2500,576,1901,1,A2,499999,43613,2019
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3205,13,NA,A5,66 WHITNEY AVENUE,NA,10305,1,0,1,2500,1204,2004,1,A5,0,43713,2019
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3206,29,NA,A2,66 LESLIE AVENUE,NA,10305,1,0,1,4500,1064,1955,1,A2,530000,43567,2019
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3207,47,NA,A9,31 WINFIELD AVE,NA,10305,1,0,1,1400,1300,1990,1,A9,0,43543,2019
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3209,127,NA,A2,95 WOODLAWN AVENUE,NA,10305,1,0,1,4655,2822,1960,1,A2,0,43637,2019
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3225,46,NA,A1,2187 CLOVE ROAD,NA,10305,1,0,1,11240,1560,1920,1,A1,0,43796,2019
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3229,77,NA,A2,32 NORMALEE ROAD,NA,10305,1,0,1,5000,1112,1950,1,A2,0,43567,2019
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3230,21,NA,A2,148 RADCLIFF ROAD,NA,10305,1,0,1,6000,1152,1965,1,A2,0,43564,2019
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3231,53,NA,A2,2 RADCLIFF,NA,10305,1,0,1,8000,2412,1970,1,A2,0,43677,2019
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3232,34,NA,A2,139 RADCLIFF ROAD,NA,10305,1,0,1,8000,3330,1970,1,A2,0,43546,2019
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3234,23,NA,A1,594 WEST FINGERBOARD RD,NA,10305,1,0,1,7920,1456,1970,1,A1,850000,43734,2019
5,GRASMERE,02 TWO FAMILY DWELLINGS,1,3035,68,NA,B2,3 WINDERMERE ROAD,NA,10305,2,0,2,4080,2392,1975,1,B2,0,43720,2019
5,GRASMERE,02 TWO FAMILY DWELLINGS,1,3036,18,NA,B2,489 STEUBEN STREET,NA,10305,2,0,2,6255,2144,1960,1,B2,0,43758,2019
5,GRASMERE,02 TWO FAMILY DWELLINGS,1,3040,72,NA,B1,91 RODERICK AVENUE,NA,10305,2,0,2,6000,1475,1950,1,B1,785000,43642,2019
5,GRASMERE,02 TWO FAMILY DWELLINGS,1,3040,83,NA,B1,71 RODERICK AVENUE,NA,10305,2,0,2,4000,1700,1950,1,B1,0,43693,2019
5,GRASMERE,02 TWO FAMILY DWELLINGS,1,3040,103,NA,B2,761 HYLAN BOULEVARD,NA,10305,2,0,2,4387,2184,1970,1,B2,0,43661,2019
5,GRASMERE,02 TWO FAMILY DWELLINGS,1,3153,21,NA,B3,869 TARGEE STREET,NA,10304,2,0,2,5040,1779,1941,1,B3,0,43504,2019
5,GRASMERE,02 TWO FAMILY DWELLINGS,1,3165,32,NA,B3,841 WEST FINGERBOARD RD,NA,10305,2,0,2,4230,2680,1910,1,B3,499000,43741,2019
5,GRASMERE,02 TWO FAMILY DWELLINGS,1,3168,1,NA,B2,85 VENICE AVENUE,NA,10304,2,0,2,5960,1557,1990,1,B2,785000,43818,2019
5,GRASMERE,02 TWO FAMILY DWELLINGS,1,3179,16,NA,B1,74 VENICE AVENUE,NA,10304,2,0,2,4158,1920,1960,1,B1,700000,43507,2019
5,GRASMERE,02 TWO FAMILY DWELLINGS,1,3179,19,NA,B1,70 VENICE AVENUE,NA,10304,2,0,2,4200,1600,1960,1,B1,680000,43537,2019
5,GRASMERE,02 TWO FAMILY DWELLINGS,1,3179,27,NA,B1,1066 TARGEE STREET,NA,10304,2,0,2,6110,1792,1960,1,B1,880000,43598,2019
5,GRASMERE,02 TWO FAMILY DWELLINGS,1,3203,8,NA,B9,35 MARIE STREET,NA,10305,2,0,2,2789,1584,1999,1,B9,820000,43808,2019
5,GRASMERE,02 TWO FAMILY DWELLINGS,1,3207,23,NA,B2,54 FAYETTE AVENUE,NA,10305,2,0,2,4000,2458,1975,1,B2,77000,43641,2019
5,GRASMERE,03 THREE FAMILY DWELLINGS,1,3205,4,NA,C0,65 PARKINSON AVENUE,NA,10305,3,0,3,5000,2050,1941,1,C0,835000,43756,2019
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1037,NA,R3,"60 ALAN LOOP, N/A",NA,10304,1,0,1,0,0,1980,1,R3,559000,43713,2019
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1057,NA,R3,"55 ALAN LOOP, N/A",NA,10304,1,0,1,0,0,1980,1,R3,150101,43825,2019
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1122,NA,R3,"27 PAMELA LANE, N/A",NA,10304,1,0,1,0,0,1982,1,R3,0,43799,2019
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1128,NA,R3,"11 PAMELA LANE, N/A",NA,10304,1,0,1,0,0,1982,1,R3,565000,43663,2019
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1130,NA,R3,7 PAMELA LANE,NA,10304,1,0,1,0,0,1982,1,R3,0,43692,2019
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1166,NA,R3,"15 GATEWAY DRIVE, N/A",NA,10304,1,0,1,0,0,1982,1,R3,569000,43670,2019
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1208,NA,R3,"137 GATEWAY DRIVE, N/A",NA,10304,1,0,1,0,0,1985,1,R3,450000,43573,2019
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1221,NA,R3,109 STONEGATE DRIVE,NA,10304,1,0,1,0,0,1985,1,R3,10,43692,2019
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1259,NA,R3,"915 WEST FINGERBOARD RD, N/A",NA,10304,1,0,1,0,0,1986,1,R3,0,43643,2019
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1286,NA,R3,"983 WEST FINGERBOARD RD, N/A",NA,10304,1,0,1,0,0,1986,1,R3,0,43571,2019
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1310,NA,R3,"32 STONEGATE DRIVE, N/A",NA,10304,1,0,1,0,0,1986,1,R3,0,43676,2019
5,GRASMERE,05 TAX CLASS 1 VACANT LAND,1B,2917,27,NA,V0,509 WESER AVENUE,NA,10304,0,0,0,2500,0,2019,1,V0,692296,43613,2019
5,GRASMERE,05 TAX CLASS 1 VACANT LAND,1B,2917,28,NA,V0,511 WESER AVENUE,NA,10304,0,0,0,2500,0,2019,1,V0,692296,43599,2019
5,GRASMERE,05 TAX CLASS 1 VACANT LAND,1B,3156,47,NA,V0,N/A NECKAR AVENUE,NA,10304,0,0,0,5000,0,NA,1,V0,800000,43678,2019
5,GRASMERE,05 TAX CLASS 1 VACANT LAND,1B,3205,10,NA,V0,N/A PARKINSON AVENUE,NA,10305,0,0,0,2500,0,NA,1,V0,499999,43613,2019
5,GRASMERE,31 COMMERCIAL VACANT LAND,4,2911,36,NA,V1,N/A NARROWS ROAD SOUTH,NA,10304,0,0,0,975,0,NA,4,V1,650000,43711,2019
5,GRASMERE,43 CONDO OFFICE BUILDINGS,4,3168,1028,NA,RB,"11 RALPH PLACE, 5C",5C,10304,0,1,1,0,0,1976,4,RB,490000,43572,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4447,10,NA,A5,157C ARTHUR KILL ROAD,NA,10306,1,0,1,936,1152,1986,1,A5,343000,43675,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4447,26,NA,A5,23C FRANKLIN LANE,NA,10306,1,0,1,960,1152,1986,1,A5,378000,43586,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4447,61,NA,A5,24C FRANKLIN LANE,NA,10306,1,0,1,960,1152,1986,1,A5,0,43481,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4447,93,NA,A5,8D FRANKLIN LANE,NA,10306,1,0,1,936,1152,1986,1,A5,374166,43745,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4465,26,NA,A5,39 CHESS LOOP,NA,10306,1,0,1,2450,1410,2003,1,A5,442000,43690,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4465,29,NA,A5,45 CHESS LOOP,NA,10306,1,0,1,2450,1400,2003,1,A5,550000,43509,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4466,20,NA,A5,25 KNIGHT LOOP,NA,10306,1,0,1,1410,1250,2002,1,A5,492500,43588,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4473,8,NA,A5,130 COTTER AVENUE,NA,10306,1,0,1,2400,1611,1985,1,A5,630000,43649,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4473,55,NA,A5,53 ILYSE COURT,NA,10306,1,0,1,2500,925,1986,1,A5,0,43565,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4474,22,NA,A5,58 ILYSE COURT,NA,10306,1,0,1,2471,1675,1986,1,A5,675000,43657,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4474,25,NA,A5,54 ILYSE COURT,NA,10306,1,0,1,2424,1675,1986,1,A5,0,43573,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4474,50,NA,A5,22 LYLE COURT,NA,10306,1,0,1,2500,1450,1986,1,A5,250000,43740,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4474,80,NA,A5,63 CORONA AVENUE,NA,10306,1,0,1,2500,1920,1986,1,A5,660000,43642,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4476,6,NA,A5,19 BLYTHE PLACE,NA,10306,1,0,1,3440,1872,1986,1,A5,612800,43670,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4477,17,NA,A5,46 BLYTHE PLACE,NA,10306,1,0,1,2052,1484,1986,1,A5,565000,43683,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4477,26,NA,A1,70 BLYTHE PLACE,NA,10306,1,0,1,3531,1408,1986,1,A1,637000,43795,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4477,53,NA,A5,131 CORONA AVENUE,NA,10306,1,0,1,500,1150,1993,1,A5,0,43600,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4477,54,NA,A5,30 HART LOOP,NA,10306,1,0,1,500,1150,1993,1,A5,410000,43490,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4477,63,NA,A5,159 CORONA AVENUE,NA,10306,1,0,1,500,1150,1991,1,A5,275000,43571,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4477,63,NA,A5,159 CORONA AVENUE,NA,10306,1,0,1,500,1150,1991,1,A5,415000,43700,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4477,71,NA,A5,55 HART LOOP,NA,10306,1,0,1,500,1150,1991,1,A5,438888,43712,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4477,72,NA,A5,15 ELK COURT,NA,10306,1,0,1,500,1150,1991,1,A5,440000,43811,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4477,79,NA,A5,18 ELK COURT,NA,10306,1,0,1,500,1150,1990,1,A5,355000,43789,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4477,80,NA,A5,17 ELISE COURT,NA,10306,1,0,1,500,1150,1990,1,A5,400000,43599,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4477,81,NA,A5,20 ELK COURT,NA,10306,1,0,1,625,1525,1990,1,A5,475000,43791,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4477,84,NA,A5,15 PECK COURT,NA,10306,1,0,1,500,1150,1990,1,A5,390000,43636,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4478,56,NA,A5,117 BLYTHE PLACE,NA,10306,1,0,1,2070,1140,1986,1,A5,350000,43566,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4478,81,NA,A5,138 CORONA AVENUE,NA,10306,1,0,1,2990,1350,1988,1,A5,361998,43791,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4478,81,NA,A5,138 CORONA AVENUE,NA,10306,1,0,1,2990,1350,1988,1,A5,559202,43747,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4478,226,NA,A5,35 LUKE COURT,NA,10306,1,0,1,1672,1092,1986,1,A5,0,43606,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4478,260,NA,A5,187 COTTER AVENUE,NA,10306,1,0,1,2163,1484,1986,1,A5,411684,43508,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4478,415,NA,A5,22 CROFT COURT,NA,10306,1,0,1,688,1308,1988,1,A5,398000,43607,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4478,424,NA,A5,28A CROFT COURT,NA,10306,1,0,1,946,1830,1988,1,A5,413000,43552,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4478,431,NA,A5,8 CROFT COURT,NA,10306,1,0,1,688,1068,1988,1,A5,320000,43643,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4478,446,NA,A5,17A FULLER COURT,NA,10306,1,0,1,688,1068,1988,1,A5,325000,43808,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4478,616,NA,A5,62 SABLE LOOP,NA,10306,1,0,1,500,1240,1996,1,A5,0,43762,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4500,21,NA,A5,51 TANGLEWOOD DRIVE,NA,10308,1,0,1,2500,1248,1983,1,A5,552000,43523,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4500,46,NA,A5,119 TANGLEWOOD DRIVE,NA,10308,1,0,1,2500,1280,1983,1,A5,522000,43696,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4500,61,NA,A5,159 TANGLEWOOD DRIVE,NA,10308,1,0,1,2700,1872,1983,1,A5,435000,43664,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4500,61,NA,A5,159 TANGLEWOOD DRIVE,NA,10308,1,0,1,2700,1872,1983,1,A5,443625,43815,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4500,103,NA,A2,283 TANGLEWOOD DRIVE,NA,10308,1,0,1,3100,1860,1978,1,A2,0,43605,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4500,113,NA,A2,307 TANGLEWOOD DRIVE,NA,10308,1,0,1,2800,1680,1980,1,A2,572000,43678,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4500,231,NA,A5,8 CHERRYWOOD COURT,NA,10308,1,0,1,1500,1350,1986,1,A5,440000,43626,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4500,369,NA,A5,40 EVERGREEN STREET,NA,10308,1,0,1,2700,1923,1980,1,A5,480000,43536,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4500,414,NA,A1,158 EVERGREEN STREET,NA,10308,1,0,1,4200,2390,1980,1,A1,700000,43635,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4509,19,NA,A5,263 CORBIN AVENUE,NA,10308,1,0,1,2400,1440,1985,1,A5,530000,43738,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4509,48,NA,A5,30 SANDALWOOD DRIVE,NA,10308,1,0,1,1536,1440,1985,1,A5,440000,43791,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4509,66,NA,A5,60 SANDALWOOD,NA,10308,1,0,1,1536,1440,1985,1,A5,0,43500,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4510,25,NA,A5,314 TANGLEWOOD DRIVE,NA,10308,1,0,1,2185,1530,1982,1,A5,480000,43543,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4550,110,NA,A5,119 EVERGREEN STREET,NA,10308,1,0,1,3328,2452,1980,1,A5,0,43678,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4570,12,NA,A2,140 HOWTON AVENUE,NA,10308,1,0,1,4300,960,1960,1,A2,0,43609,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4572,25,NA,A2,149 GREAVES AVENUE,NA,10308,1,0,1,4000,1040,1965,1,A2,565000,43756,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4572,37,NA,A1,173 GREAVES AVENUE,NA,10308,1,0,1,4000,1248,1965,1,A1,560000,43675,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4574,60,NA,A1,116 CORBIN AVENUE,NA,10308,1,0,1,3000,2160,1987,1,A1,0,43801,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4575,69,NA,A5,225 CORBIN AVENUE,NA,10308,1,0,1,2700,1318,2007,1,A5,515000,43627,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4575,122,NA,A5,202 SANDALWOOD DRIVE,NA,10308,1,0,1,2592,1732,1984,1,A5,0,43475,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4579,20,NA,A5,32 JUMEL STREET,NA,10308,1,0,1,2500,1536,1998,1,A5,605000,43497,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4579,24,NA,A5,22 JUMEL STREET,NA,10308,1,0,1,2500,1536,1999,1,A5,613000,43573,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4579,25,NA,A5,20 JUMEL STREET,NA,10308,1,0,1,2500,1536,1999,1,A5,602500,43664,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4579,52,NA,A5,37 KENNINGTON STREET,NA,10308,1,0,1,2555,1536,1998,1,A5,615000,43627,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4580,15,NA,A5,38 BARLOW AVENUE,NA,10308,1,0,1,3400,1080,1970,1,A5,0,43683,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4580,42,NA,A5,21 JUMEL STREET,NA,10308,1,0,1,2625,1440,2001,1,A5,640000,43789,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4580,44,NA,A5,25 JUMEL STREET,NA,10308,1,0,1,2625,1440,2001,1,A5,650000,43668,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4580,49,NA,A5,31 JUMEL STREET,NA,10308,1,0,1,2625,1440,2001,1,A5,620000,43483,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4583,8,NA,A1,465 CORBIN AVENUE,NA,10308,1,0,1,5800,1900,1950,1,A1,850000,43734,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4583,14,NA,A2,453 CORBIN AVENUE,NA,10308,1,0,1,6000,875,1950,1,A2,0,43801,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1B,4583,23,NA,V0,435 CORBIN AVENUE,NA,10308,0,0,0,6000,0,1950,1,A2,0,43733,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4583,189,NA,A1,22 TEAKWOOD COURT,NA,10308,1,0,1,3505,1496,1984,1,A1,615000,43530,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4583,237,NA,A5,86 TANGLEWOOD DRIVE,NA,10308,1,0,1,2400,1360,1981,1,A5,509000,43753,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4583,252,NA,A9,50 TANGLEWOOD DRIVE,NA,10308,1,0,1,2500,1360,1981,1,A9,555000,43644,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4587,52,NA,A5,25 ELKHART STREET,NA,10308,1,0,1,1400,1380,1993,1,A5,450000,43790,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4587,60,NA,A5,37 ELKHART STREET,NA,10308,1,0,1,1400,1380,1991,1,A5,469000,43655,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4588,8,NA,A1,312 ARTHUR KILL ROAD,NA,10308,1,0,1,7100,2360,1950,1,A1,840000,43644,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4590,18,NA,A2,370 ARTHUR KILL ROAD,NA,10308,1,0,1,5240,1464,1970,1,A2,570000,43735,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4596,11,NA,A5,410 ARTHUR KILL ROAD,NA,10308,1,0,1,805,1028,1985,1,A5,379500,43802,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4596,15,NA,A5,402 ARTHUR KILL ROAD,NA,10308,1,0,1,700,978,1985,1,A5,0,43678,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4598,3,NA,A2,142 ELKHART STREET,NA,10308,1,0,1,5000,900,1950,1,A2,540000,43739,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4599,13,NA,A2,132 FAIRFIELD STREET,NA,10308,1,0,1,5000,998,1945,1,A2,0,43504,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4600,16,NA,A2,142 GURLEY AVENUE,NA,10308,1,0,1,5000,1218,1940,1,A2,605000,43707,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4604,43,NA,A2,141 ISLINGTON STREET,NA,10308,1,0,1,5300,816,1950,1,A2,450000,43724,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4605,12,NA,A2,160 ISLINGTON STREET,NA,10308,1,0,1,4000,2047,1967,1,A2,540000,43724,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4607,23,NA,A5,98 JUMEL STREET,NA,10308,1,0,1,2742,1540,1994,1,A5,608000,43703,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4607,29,NA,A5,86 JUMEL STREET,NA,10308,1,0,1,2438,1540,1994,1,A5,590000,43763,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4608,55,NA,A5,93 LEVERETT AVENUE,NA,10308,1,0,1,2500,1360,1970,1,A5,499900,43635,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4609,9,NA,A2,1 LEVERETT COURT,NA,10308,1,0,1,5264,1056,1960,1,A2,555000,43826,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4609,20,NA,A2,88 LEVERETT AVENUE,NA,10308,1,0,1,4000,1056,1960,1,A2,500000,43784,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4610,4,NA,A5,247 GIFFORDS LANE,NA,10308,1,0,1,1344,1180,1987,1,A5,470000,43495,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4610,25,NA,A2,182 JUMEL STREET,NA,10308,1,0,1,4000,880,1960,1,A2,578000,43794,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4610,39,NA,A2,154 JUMEL STREET,NA,10308,1,0,1,4000,880,1960,1,A2,630000,43696,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4610,71,NA,A2,171 KENNINGTON ST,NA,10308,1,0,1,5000,1328,1960,1,A2,600000,43822,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4612,84,NA,A5,172 LEVERETT AVENUE,NA,10308,1,0,1,3000,1742,1998,1,A5,0,43644,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4613,96,NA,A1,87 GIBSON AVENUE,NA,10308,1,0,1,3894,3003,1960,1,A1,0,43822,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4615,26,NA,A1,20 GIBSON AVENUE,NA,10308,1,0,1,4000,2848,1940,1,A1,0,43469,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4615,36,NA,A2,142 SAMPSON AVENUE,NA,10308,1,0,1,5000,1695,1955,1,A2,0,43671,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4615,36,NA,A2,142 SAMPSON AVENUE,NA,10308,1,0,1,5000,1695,1955,1,A2,600000,43578,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4616,12,NA,A1,153 SAMPSON AVENUE,NA,10308,1,0,1,6808,1660,1935,1,A1,350000,43600,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4618,3,NA,A2,145 MILES AVENUE,NA,10308,1,0,1,4000,912,1960,1,A2,560000,43528,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4618,39,NA,A2,178 SHAFTER AVE,NA,10308,1,0,1,3600,960,1960,1,A2,0,43770,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4624,184,NA,A2,64 MILES AVENUE,NA,10308,1,0,1,6700,1000,1955,1,A2,0,43490,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4630,7,NA,A5,166 DEWEY AVENUE,NA,10308,1,0,1,2375,1038,1974,1,A5,0,43509,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4630,81,NA,A2,62 SHAFTER AVENUE,NA,10308,1,0,1,4750,1229,1960,1,A2,550000,43767,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4631,42,NA,A2,115 SHAFTER AVENUE,NA,10308,1,0,1,3857,1971,1970,1,A2,635000,43705,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4631,46,NA,A2,123 SHAFTER AVENUE,NA,10308,1,0,1,3800,1971,1970,1,A2,0,43825,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4632,16,NA,A2,82 GREAVES AVENUE,NA,10308,1,0,1,5400,1080,1960,1,A2,0,43549,2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4632,17,NA,A2,78 GREAVES AVENUE,NA,10308,1,0,1,5280,1080,1960,1,A2,639000,43746,2019
