borough,neighborhood,building_class_category,tax_class_as_of_final_roll_18_19,block,lot,ease_ment,building_class_as_of_final_roll_18_19,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date,year
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6215,4,NA,A1,179 BARCLAY AVENUE,NA,10312,1,0,1,5000,1118,1925,1,A1,0,43809,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6215,44,NA,A2,142 FABIAN STREET,NA,10312,1,0,1,7500,800,1955,1,A2,625000,43671,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6216,35,NA,A5,14 EAGAN AVENUE,NA,10312,1,0,1,1333,1515,1994,1,A5,0,43615,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6216,139,NA,A5,28 EAGAN AVENUE,NA,10312,1,0,1,1333,1515,1992,1,A5,450000,43746,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6217,13,NA,A1,109 BARCLAY AVENUE,NA,10312,1,0,1,5000,1617,1965,1,A1,0,43754,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6220,15,NA,A5,43 BARB STREET,NA,10312,1,0,1,1585,1339,2004,1,A5,0,43481,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6220,17,NA,A5,37 BARB STREET,NA,10312,1,0,1,2575,1339,2004,1,A5,570000,43553,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6220,71,NA,A5,58 ENDVIEW STREET,NA,10312,1,0,1,1648,1344,2003,1,A5,550000,43655,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6221,50,NA,A5,39 JEANNETTE AVENUE,NA,10312,1,0,1,2400,1580,2004,1,A5,615000,43550,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6222,46,NA,A5,31 LORRAINE AVENUE,NA,10312,1,0,1,2400,1500,2004,1,A5,0,43739,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6222,54,NA,A1,11 LORRAINE AVENUE,NA,10312,1,0,1,8000,4011,2000,1,A1,979200,43763,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6227,55,NA,A2,910 CARLTON BLVD,NA,10312,1,0,1,4000,2002,1960,1,A2,690000,43630,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6229,7,NA,A1,171 JEFFERSON BOULEVARD,NA,10312,1,0,1,7920,2472,1955,1,A1,0,43616,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6230,39,NA,A2,620 DRUMGOOLE ROAD EAST,NA,10312,1,0,1,4000,900,1930,1,A2,490000,43756,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6230,41,NA,A2,614 DRUMGOOLE ROAD EAST,NA,10312,1,0,1,8000,1379,1960,1,A2,0,43805,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6233,41,NA,A1,590 ARDEN AVENUE,NA,10312,1,0,1,8000,1920,1930,1,A1,850000,43689,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6233,60,NA,A2,143 RATHBUN AVENUE,NA,10312,1,0,1,4000,2112,1965,1,A2,566000,43633,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6234,45,NA,A2,578 ARDEN AVENUE,NA,10312,1,0,1,4200,1290,1935,1,A2,526000,43739,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6234,59,NA,A2,193 RENSSELAER AVENUE,NA,10312,1,0,1,4000,2100,1970,1,A2,630000,43805,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6235,47,NA,G0,552 ARDEN AVENUE,NA,10312,0,0,0,6000,0,1935,1,A1,411000,43676,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6237,23,NA,A1,210 VINELAND AVENUE,NA,10312,1,0,1,4000,2350,2005,1,A1,895000,43528,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6238,45,NA,A1,464 ARDEN AVENUE,NA,10312,1,0,1,6350,2322,1975,1,A1,799990,43777,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6240,70,NA,A1,41 FORNES PLACE,NA,10312,1,0,1,10000,3865,1975,1,A1,570000,43507,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6242,67,NA,A1,33 SUMMIT PLACE,NA,10312,1,0,1,5500,2149,1983,1,A1,875000,43663,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6244,2,NA,S0,895 ANNADALE ROAD,NA,10312,1,2,3,7000,3300,1930,1,S0,375000,43822,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,6,NA,A2,4983 AMBOY ROAD,NA,10312,1,0,1,8700,944,1960,1,A2,360000,43482,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,183,NA,A2,47 PINE TERRACE,NA,10312,1,0,1,4500,1638,1960,1,A2,701000,43740,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,183,NA,A2,47 PINE TERRACE,NA,10312,1,0,1,4500,1638,1960,1,A2,480000,43483,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,255,NA,A1,39 FURMAN STREET,NA,10312,1,0,1,4000,2224,1970,1,A1,550000,43795,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6251,90,NA,A1,14 DOWNES AVENUE,NA,10312,1,0,1,8000,2250,1985,1,A1,0,43647,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6252,1,NA,A2,87 DOWNES AVENUE,NA,10312,1,0,1,4000,2200,1974,1,A2,690000,43696,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6254,12,NA,A2,116 NORTH RAILROAD STREET,NA,10312,1,0,1,4000,1222,1970,1,A2,515000,43633,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6260,14,NA,A2,242 EDGEGROVE AVENUE,NA,10312,1,0,1,4000,1092,1955,1,A2,535000,43791,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6260,42,NA,A2,132 JEFFERSON BOULEVARD,NA,10312,1,0,1,7350,912,1940,1,A2,465000,43746,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6264,27,NA,A1,212 RATHBUN AVENUE,NA,10312,1,0,1,14320,2000,1920,1,A1,0,43473,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6267,9,NA,A1,313 SHELDON AVENUE,NA,10312,1,0,1,8000,1800,1945,1,A1,1189802,43788,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6267,15,NA,A1,301 SHELDON AVENUE,NA,10312,1,0,1,8000,625,1925,1,A1,740000,43479,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6268,11,NA,A2,274 STAFFORD AVENUE,NA,10312,1,0,1,3800,1008,1970,1,A2,0,43790,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6271,13,NA,A1,478 JEFFERSON BOULEVARD,NA,10312,1,0,1,4000,1804,1940,1,A1,600000,43525,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6272,19,NA,A1,14 CANTON AVENUE,NA,10312,1,0,1,3960,2267,2017,1,A1,870000,43735,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6273,7,NA,A1,756 WOODROW ROAD,NA,10312,1,0,1,6656,2450,1965,1,A1,665000,43559,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6273,22,NA,A1,16 HOLCOMB AVENUE,NA,10312,1,0,1,4000,1690,1945,1,A1,575000,43672,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6283,31,NA,A1,337 IONIA AVENUE,NA,10312,1,0,1,5700,2420,1985,1,A1,705000,43609,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6298,43,NA,A2,443 LAMONT AVENUE,NA,10312,1,0,1,8000,1816,1970,1,A2,0,43663,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6301,58,NA,A1,471 RENSSELAER AVENUE,NA,10312,1,0,1,4000,2317,2017,1,A1,948578,43507,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6303,68,NA,A1,141 DELMAR AVENUE,NA,10312,1,0,1,6000,2976,1977,1,A1,900000,43721,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6350,26,NA,A3,132 BENNETT PLACE,NA,10312,1,0,1,9975,4936,1989,1,A3,1687000,43795,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6352,40,NA,A3,68 BAYVIEW TERRACE,NA,10312,1,0,1,11721,8200,1992,1,A3,100,43634,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6353,51,NA,A1,90 BAYVIEW TERRACE,NA,10312,1,0,1,3200,1600,2005,1,A1,0,43566,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6354,9,NA,A1,104 RYAN PLACE,NA,10312,1,0,1,4000,2100,1995,1,A1,895000,43780,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6361,82,NA,A1,160 LENZIE STREET,NA,10312,1,0,1,9400,3400,1987,1,A1,0,43638,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6363,26,NA,A2,292 SHIRLEY AVENUE,NA,10312,1,0,1,4000,1232,1975,1,A2,435475,43689,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6363,48,NA,A1,151 NOEL STREET,NA,10312,1,0,1,8000,2280,1980,1,A1,263133,43516,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6364,5,NA,A1,565 BARCLAY AVENUE,NA,10312,1,0,1,7000,3774,1975,1,A1,0,43703,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6364,5,NA,A1,565 BARCLAY AVENUE,NA,10312,1,0,1,7000,3774,1975,1,A1,0,43811,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6368,5,NA,A1,251 HOLDRIDGE AVENUE,NA,10312,1,0,1,6000,2240,1975,1,A1,10,43755,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6368,24,NA,A2,58 JANSEN STREET,NA,10312,1,0,1,6000,1820,1975,1,A2,700000,43692,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6368,42,NA,A1,65 WEAVER STREET,NA,10312,1,0,1,8000,2467,1975,1,A1,745000,43731,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6370,64,NA,A2,379 SHIRLEY AVENUE,NA,10312,1,0,1,3000,975,1910,1,A2,480000,43767,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6373,50,NA,A1,625 SYCAMORE STREET,NA,10312,1,0,1,4000,1872,1945,1,A1,0,43610,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6377,58,NA,A1,125 SANDBORN STREET,NA,10312,1,0,1,7000,2156,1980,1,A1,0,43516,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6378,24,NA,A1,122 TALLMAN STREET,NA,10312,1,0,1,6000,2400,1993,1,A1,0,43503,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6378,35,NA,A1,102 TALLMAN STREET,NA,10312,1,0,1,4000,3789,1989,1,A9,835000,43634,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6378,55,NA,A1,117 EYLANDT STREET,NA,10312,1,0,1,4000,2400,1987,1,A1,842000,43741,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6378,71,NA,A1,147 EYLANDT STREET,NA,10312,1,0,1,6150,3090,1975,1,A1,0,43728,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6382,69,NA,A1,145 TALLMAN STREET,NA,10312,1,0,1,8000,2800,1983,1,A1,990000,43599,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6403,20,NA,A1,369 KINGHORN STREET,NA,10312,1,0,1,4000,2250,1992,1,A1,740000,43573,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6421,9,NA,A2,160 LIPSETT AVENUE,NA,10312,1,0,1,4008,2700,1980,1,A2,725000,43644,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6421,68,NA,A1,242 TALLMAN ST.,NA,10312,1,0,1,8000,4186,1980,1,A1,0,43770,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6421,78,NA,A1,232 TALLMAN STREET,NA,10312,1,0,1,8000,3085,1980,1,A1,1190000,43740,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6424,18,NA,A1,240 BARCLAY AVE,NA,10312,1,0,1,4000,1776,1975,1,A1,0,43795,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6424,18,NA,A1,240 BARCLAY AVENUE,NA,10312,1,0,1,4000,1776,1975,1,A1,0,43556,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6424,78,NA,A1,27 RAE AVENUE,NA,10312,1,0,1,10000,2104,1975,1,A1,875000,43621,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6442,18,NA,A1,289 POILLON AVENUE,NA,10312,1,0,1,15200,2484,1940,1,A1,830000,43496,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6453,1,NA,A1,477 PHILIP,NA,10312,1,0,1,6723,3300,1996,1,A1,100,43741,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6453,1,NA,A1,477 PHILIP,NA,10312,1,0,1,6723,3300,1996,1,A1,100,43741,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6453,23,NA,A1,501 PHILIP AVE,NA,10312,1,0,1,10110,5060,1997,1,A1,1350000,43644,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6456,42,NA,A1,429 BERTRAM AVENUE,NA,10312,1,0,1,11340,3350,1997,1,A1,1128000,43608,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6475,90,NA,A3,27 NICOLOSI LOOP,NA,10312,1,0,1,10400,3800,2001,1,A3,0,43518,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6475,155,NA,A3,155 NICOLOSI DRIVE,NA,10312,1,0,1,21480,9375,1988,1,A3,800000,43637,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6475,220,NA,A3,50 NICOLOSI DRIVE,NA,10312,1,0,1,25714,6942,1989,1,A3,2575000,43712,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6499,131,NA,A3,14 WENDY DRIVE,NA,10312,1,0,1,27972,3200,1985,1,A3,0,43745,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6511,104,NA,A2,5192 AMBOY ROAD,NA,10312,1,0,1,7240,1144,1950,1,A2,515000,43712,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6513,11,NA,A1,20 PHILIP AVENUE,NA,10312,1,0,1,4560,1760,1930,1,A1,764000,43683,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6517,23,NA,A9,263 ARBUTUS AVENUE,NA,10312,1,0,1,10368,3060,1986,1,A9,0,43570,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6517,41,NA,A3,40 ARBUTUS WAY,NA,10312,1,0,1,17275,3414,1986,1,A3,0,43700,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6517,45,NA,A1,41 ARBUTUS WAY,NA,10312,1,0,1,10800,2460,2015,1,A1,1150000,43826,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6517,48,NA,A3,31 ARBUTUS WAY,NA,10312,1,0,1,11200,3680,1985,1,A3,0,43749,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6517,69,NA,A3,181 ARBUTUS AVENUE,NA,10312,1,0,1,22379,6500,1970,1,A3,1810000,43790,2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6517,220,NA,A3,18 JANSEN COURT,NA,10312,1,0,1,11934,5368,1990,1,A3,1485000,43684,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,5405,15,NA,B2,88 LENZIE STREET,NA,10312,2,0,2,7500,3498,1920,1,B2,0,43740,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,5408,14,NA,B9,172 BATHGATE STREET,NA,10312,2,0,2,2425,1650,1996,1,B9,705000,43538,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6205,84,NA,B9,11 SEGUINE PLACE,NA,10312,2,0,2,3250,1804,1986,1,B9,0,43651,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6205,105,NA,B9,64 MAY PLACE,NA,10312,2,0,2,2900,1804,1985,1,B9,0,43727,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6209,12,NA,B2,196 SNEDEN AVENUE,NA,10312,2,0,2,2600,1592,2005,1,B2,649000,43656,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6209,13,NA,B2,198 SNEDEN AVENUE,NA,10312,2,0,2,2600,1592,2005,1,B2,640000,43684,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6212,30,NA,B9,12 LUCY LOOP,NA,10312,2,0,2,3870,1500,2000,1,B9,625000,43663,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6212,102,NA,B2,141 JEANETTE AVENUE,NA,10312,2,0,2,4870,2500,2000,1,B2,0,43787,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6212,156,NA,B2,115 JEANNETTE AVENUE,NA,10312,2,0,2,4300,2500,2000,1,B2,908000,43521,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6214,65,NA,B2,114 EAGAN AVENUE,NA,10312,2,0,2,6486,2192,1970,1,B2,0,43488,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6222,129,NA,B9,50 JEANNETTE AVENUE,NA,10312,2,0,2,2825,1600,2004,1,B9,655000,43700,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6226,137,NA,B2,939 CARLTON BOULEVARD,NA,10312,2,0,2,6800,3400,1991,1,B2,0,43498,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6228,16,NA,B2,181 DETROIT AVENUE,NA,10312,2,0,2,4000,2698,2018,1,B2,918971,43682,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6232,15,NA,B2,174 RATHBUN AVENUE,NA,10312,2,0,2,4000,1807,1965,1,B2,0,43733,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6238,19,NA,B3,250 CROWN AVENUE,NA,10312,2,0,2,8000,1504,1935,1,B3,700000,43822,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6238,68,NA,B2,217 VINELAND AVE,NA,10312,2,0,2,8000,3180,1950,1,B2,700000,43682,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6239,83,NA,B2,257 CROWN AVENUE,NA,10312,2,0,2,4800,2875,2018,1,B2,0,43714,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6246,21,NA,B2,1 POILLON AVENUE,NA,10312,2,0,2,10661,3088,1978,1,B2,950000,43672,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6249,17,NA,B2,5119 AMBOY ROAD,NA,10312,2,0,2,7712,2667,1925,1,B2,720000,43531,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6249,48,NA,B2,72 TENAFLY PLACE,NA,10312,2,0,2,3512,2423,2018,1,B2,901151,43641,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6249,50,NA,B2,76 TENAFLY PLACE,NA,10312,2,0,2,0,0,2018,1,B2,916424,43556,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6249,410,NA,B2,928 ANNADALE ROAD,NA,10312,2,0,2,5925,2288,1965,1,B2,400000,43625,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6249,410,NA,B2,928 ANNADALE ROAD,NA,10312,2,0,2,5925,2288,1965,1,B2,0,43536,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6252,83,NA,B2,79 DOWNES AVENUE,NA,10312,2,0,2,3000,1320,1984,1,B2,0,43686,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6254,55,NA,B2,32 NORTH RAILROAD STREET,NA,10312,2,0,2,4058,2351,1991,1,B2,678000,43521,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6254,133,NA,B2,141 SOUTH RAILROAD ST,NA,10312,2,0,2,3600,2496,2003,1,B2,500,43745,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6260,54,NA,B2,229 DETROIT AVENUE,NA,10312,2,0,2,4000,2400,2013,1,B2,945000,43480,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6261,42,NA,B2,162 JEFFERSON BOULEVARD,NA,10312,2,0,2,5750,1880,1997,1,B2,889000,43647,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6266,4,NA,B2,324 SHELDON AVENUE,NA,10312,2,0,2,5000,2156,1970,1,B2,750000,43549,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6266,9,NA,B2,314 SHELDON AVE,NA,10312,2,0,2,4080,2186,1986,1,B2,765000,43817,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6266,17,NA,B2,298 SHELDON AVENUE,NA,10312,2,0,2,4000,2200,1999,1,B2,900000,43826,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6266,53,NA,B2,279 RENSSELAER AVENUE,NA,10312,2,0,2,4000,2250,2000,1,B2,942000,43550,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6267,1,NA,B9,244 SINCLAIR AVENUE,NA,10312,2,0,2,3360,1216,2002,1,B9,0,43633,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6271,12,NA,B2,N/A JEFFERSON BOULEVARD,NA,10312,2,0,2,7000,3901,2019,1,B2,1008072,43804,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6277,70,NA,B2,332 EDGEGROVE AVENUE,NA,10312,2,0,2,8000,3633,1985,1,B2,880000,43587,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6278,4,NA,B2,279 EDGEGROVE AVENUE,NA,10312,2,0,2,10000,2304,1960,1,B2,0,43753,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6287,41,NA,B2,350 RATHBUN AVENUE,NA,10312,2,0,2,4000,2209,1970,1,B2,760000,43551,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6300,71,NA,B2,211 DELMAR AVENUE,NA,10312,2,0,2,6000,2264,1970,1,B2,0,43728,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6305,1,NA,B2,51 DELMAR AVENUE,NA,10312,2,0,2,10378,2576,1986,1,B2,0,43538,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6305,11,NA,B2,798 WOODROW ROAD,NA,10312,2,0,2,9282,2480,1987,1,B2,0,43689,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6305,102,NA,B2,61 DELMAR AVENUE,NA,10312,2,0,2,9525,3286,1984,1,B2,895000,43817,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6320,1,NA,B2,54 BUFFINGTON AVENUE,NA,10312,2,0,2,4000,2840,2018,1,B2,942006,43776,2019
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6320,3,NA,B2,50 BUFFINGTON AVENUE,NA,10312,2,0,2,4000,2840,2018,1,B2,966319,43515,2019
