borough,neighborhood,building_class_category,tax_class_at_present,block,lot,ease_ment,building_class_at_present,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date,year
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,5408,3,NA,A5,196 BATHGATE STREET,NA,10312,1,0,1,2500,1500,1998,1,A5,0,45496,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,5425,31,NA,A1,7 SANDGAP STREET,NA,10312,1,0,1,2500,1222,1925,1,A1,555000,45503,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6205,1,NA,A5,113 EAGAN AVENUE,NA,10312,1,0,1,3554,1854,1986,1,A5,0,45446,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6205,112,NA,A5,50 MAY PLACE,NA,10312,1,0,1,2475,2495,1986,1,A5,685000,45519,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6205,119,NA,A5,34 MAY PLACE,NA,10312,1,0,1,2475,2495,1986,1,A5,0,45565,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6205,124,NA,A5,22 MAY PLACE,NA,10312,1,0,1,2475,2495,1986,1,A5,490000,45580,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6205,145,NA,A5,60 SEGUINE PLACE,NA,10312,1,0,1,1471,1172,1986,1,A5,570000,45618,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6209,19,NA,A5,212 SNEDEN AVENUE,NA,10312,1,0,1,1950,1592,2006,1,A5,700000,45582,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6212,50,NA,A5,36 LUCY LOOP,NA,10312,1,0,1,2870,1500,2000,1,A5,825000,45568,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6212,110,NA,A1,1140 ARDEN AVENUE,NA,10312,1,0,1,6120,1192,1910,1,A1,1,45386,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6214,14,NA,A1,137 FABIAN ST,NA,10312,1,0,1,5000,2788,1982,1,A1,341000,45576,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6215,4,NA,A1,179 BARCLAY AVENUE,NA,10312,1,0,1,5000,1118,1925,1,A1,770000,45576,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6215,28,NA,A2,90 MOSELY AVENUE,NA,10312,1,0,1,5000,1408,1925,1,A2,620000,45441,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6215,31,NA,A2,96 MOSELY AVENUE,NA,10312,1,0,1,5000,1458,1925,1,A2,0,45534,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6215,51,NA,A1,154 FABIAN STREET,NA,10312,1,0,1,5000,1112,1960,1,A1,0,45370,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6216,32,NA,A1,8 EAGAN AVENUE,NA,10312,1,0,1,2500,1220,2005,1,A1,0,45331,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6217,13,NA,A1,109 BARCLAY AVENUE,NA,10312,1,0,1,5000,1617,1965,1,A1,870000,45646,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6219,9,NA,A5,74 LORRAINE AVENUE,NA,10312,1,0,1,2386,1700,2004,1,A5,680000,45531,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6219,10,NA,A5,76 LORRAINE AVE,NA,10312,1,0,1,9776,1394,2004,1,A5,870000,45600,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6219,11,NA,A5,84 LORRAIN AVENUE,NA,10312,1,0,1,2700,1700,2004,1,A5,725000,45530,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6219,16,NA,A5,94 LORRAINE AVENUE,NA,10312,1,0,1,1650,1700,2004,1,A5,680000,45371,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6220,5,NA,A5,65 BARB STREET,NA,10312,1,0,1,1585,1339,2004,1,A5,685000,45350,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6220,15,NA,A5,43 BARB STREET,NA,10312,1,0,1,1585,1339,2004,1,A5,0,45540,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6220,62,NA,A5,38 ENDVIEW STREET,NA,10312,1,0,1,1648,1344,2003,1,A5,650000,45415,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6220,65,NA,A5,46 ENDVIEW STREET,NA,10312,1,0,1,2678,1344,2003,1,A5,739999,45412,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6221,6,NA,A5,998 ARDEN AVENUE,NA,10312,1,0,1,3876,1400,2005,1,A5,710000,45586,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6221,36,NA,A1,1056 ARDEN AVENUE,NA,10312,1,0,1,4200,980,1925,1,A1,609000,45461,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6221,38,NA,A5,6 RALPH AVENUE,NA,10312,1,0,1,1880,1404,1991,1,A5,0,45548,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6222,131,NA,A5,56 JEANNETTE AVENUE,NA,10312,1,0,1,2660,1600,2004,1,A5,725000,45622,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6226,148,NA,A2,915 CARLTON BOULEVARD,NA,10312,1,0,1,5200,920,1950,1,A2,680000,45644,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6232,31,NA,A1,142 RATHBUN AVENUE,NA,10312,1,0,1,7200,1900,1998,1,A1,1185000,45294,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6232,54,NA,A2,960 DRUMGOOLE ROAD WEST,NA,10312,1,0,1,3800,1092,1960,1,A2,300000,45558,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6234,1,NA,A2,237 RENSSELAER AVENUE,NA,10312,1,0,1,5000,1144,1965,1,A2,760000,45609,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6234,61,NA,A1,197 RENSSELAER AVENUE,NA,10312,1,0,1,4000,2000,1998,1,A1,1080000,45580,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6236,47,NA,A1,526 ARDEN AVENUE,NA,10312,1,0,1,6000,2128,1940,1,A1,0,45373,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6236,58,NA,A2,127 SINCLAIR AVENUE,NA,10312,1,0,1,8000,1324,1950,1,A2,725000,45407,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6237,7,NA,A1,419 JEFFERSON BLVD,NA,10312,1,0,1,10000,3056,1960,1,A1,0,45554,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6238,45,NA,A1,464 ARDEN AVENUE,NA,10312,1,0,1,6350,2322,1975,1,A1,0,45581,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6243,70,NA,A1,33 MOSELY AVENUE,NA,10312,1,0,1,8250,1980,1975,1,A1,0,45442,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,108,NA,A1,7 FURMAN STREET,NA,10312,1,0,1,7028,2076,1970,1,A1,840000,45580,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,140,NA,A1,12 HILLIS STREET,NA,10312,1,0,1,4687,2112,1960,1,A1,900000,45420,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,147,NA,A1,26 HILLIS STREET,NA,10312,1,0,1,4905,1056,1960,1,A1,0,45399,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,186,NA,A1,43 PINE TERRACE,NA,10312,1,0,1,6000,2878,1960,1,A1,999000,45616,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,233,NA,A2,18 PINE TERRACE,NA,10312,1,0,1,4500,1008,1960,1,A2,600000,45503,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,257,NA,A1,45 FURMAN STREET,NA,10312,1,0,1,4748,2000,2001,1,A1,650000,45372,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,2,NA,A1,263 ALBEE AVENUE,NA,10312,1,0,1,7830,2440,1970,1,A1,0,45588,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,262,NA,A2,157 NORTH PINE TERRACE,NA,10312,1,0,1,5600,1912,1965,1,A2,650000,45377,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,272,NA,A2,137 NORTH PINE TERRACE,NA,10312,1,0,1,4720,2008,1965,1,A2,648250,45344,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6252,11,NA,A2,34 BUFFINGTON AVENUE,NA,10312,1,0,1,4200,2337,1970,1,A2,995000,45370,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6254,18,NA,A2,104 N. RAILROAD STREET,NA,10312,1,0,1,4000,1222,1970,1,A2,0,45299,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6254,47,NA,A1,46 NORTH RAILROAD ST,NA,10312,1,0,1,8000,2240,1980,1,A1,960000,45653,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6266,13,NA,A1,302 SHELDON AVENUE,NA,10312,1,0,1,16000,5511,1920,1,A1,1850000,45552,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6267,9,NA,A1,313 SHELDON AVENUE,NA,10312,1,0,1,8000,1800,1945,1,A1,764451,45615,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6267,38,NA,A3,346 JEFFERSON BOULEVARD,NA,10312,1,0,1,6000,3360,2011,1,A3,1600000,45632,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6267,66,NA,A1,309 SHELDON AVENUE,NA,10312,1,0,1,3800,2250,2000,1,A1,0,45551,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6267,70,NA,A1,317 SHELDON AVENUE,NA,10312,1,0,1,4000,1120,1930,1,A1,800000,45600,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6269,17,NA,A3,284 VINELAND AVENUE,NA,10312,1,0,1,9500,3400,2004,1,A3,2130000,45391,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6269,25,NA,A1,272 VINELAND AVENUE,NA,10312,1,0,1,8231,2288,1980,1,A1,0,45456,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6269,40,NA,A1,408 JEFFERSON BOULEVARD,NA,10312,1,0,1,6000,1152,1935,1,A1,0,45351,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6272,19,NA,A1,14 CANTON AVENUE,NA,10312,1,0,1,3960,2267,2017,1,A1,1145000,45615,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6276,20,NA,A1,1084 CARLTON BOULEVARD,NA,10312,1,0,1,4000,2300,1985,1,A1,890000,45476,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6279,160,NA,A2,174 NORTH RAILROAD ST,NA,10312,1,0,1,8600,2138,1975,1,A2,985000,45531,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6279,168,NA,A2,158 N RAILROAD ST,NA,10312,1,0,1,6000,2138,1975,1,A2,0,45548,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6280,3,NA,A2,430 EDGEGROVE AVENUE,NA,10312,1,0,1,4000,2002,1973,1,A2,728000,45308,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6280,45,NA,A1,177 NORTH RAILROAD ST,NA,10312,1,0,1,3900,2080,1980,1,A1,0,45560,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6280,61,NA,A2,19 IDA COURT,NA,10312,1,0,1,4050,2002,1975,1,A2,0,45545,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6281,20,NA,A1,380 IONIA AVENUE,NA,10312,1,0,1,6000,2360,1966,1,A1,799999,45628,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6281,40,NA,A2,387 EDGEGROVE AVENUE,NA,10312,1,0,1,6000,1596,1975,1,A2,0,45646,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6296,72,NA,A2,311 DELMAR AVENUE,NA,10312,1,0,1,4000,1968,1977,1,A2,840000,45485,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6297,66,NA,A2,297 DELMAR AVENUE,NA,10312,1,0,1,4000,1968,1970,1,A2,0,45334,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6298,21,NA,A2,78 RAMONA AVENUE,NA,10312,1,0,1,4000,1932,1975,1,A2,740000,45482,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6300,14,NA,A2,450 RENSSELAER AVENUE,NA,10312,1,0,1,10000,1950,1970,1,A2,999999,45351,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6303,74,NA,A1,131 DELMAR AVENUE,NA,10312,1,0,1,4000,2070,1980,1,A1,825000,45342,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6304,15,NA,A3,404 VINELAND AVENUE,NA,10312,1,0,1,8500,3600,1992,1,A3,0,45617,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6320,73,NA,A2,58 BUFFINGTON AVENUE,NA,10312,1,0,1,4000,1840,1970,1,A2,739000,45398,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6321,9,NA,A2,15 ALVINE AVENUE,NA,10312,1,0,1,4960,1056,1965,1,A2,0,45398,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6321,20,NA,A1,5197 AMBOY ROAD,NA,10312,1,0,1,4800,1100,1945,1,A1,620000,45516,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6349,8,NA,A3,472 HAROLD AVENUE,NA,10312,1,0,1,10154,3020,1984,1,A3,10,45350,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6352,40,NA,A3,68 BAYVIEW TERRACE,NA,10312,1,0,1,11721,8200,1992,1,A3,2050000,45322,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6353,40,NA,A1,110 BAYVIEW TERRACE,NA,10312,1,0,1,3200,2500,1992,1,A1,1400000,45608,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6356,5,NA,A1,63 BENNETT PLACE,NA,10312,1,0,1,8406,3480,1989,1,A1,0,45372,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6361,79,NA,A1,170 LENZIE STREET,NA,10312,1,0,1,5570,3700,2003,1,A1,0,45301,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6364,8,NA,A1,50 TYNDALE STREET,NA,10312,1,0,1,6000,2259,1975,1,A1,940000,45359,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6364,144,NA,A1,20 TYNDALE STREET,NA,10312,1,0,1,11105,4484,1988,1,A1,1550000,45532,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6366,15,NA,A1,392 SHIRLEY AVENUE,NA,10312,1,0,1,4000,1325,1935,1,A1,0,45590,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6366,66,NA,A1,231 NOEL STREET,NA,10312,1,0,1,8000,2800,1975,1,A1,0,45546,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6368,1,NA,A1,91 WEAVER STREET,NA,10312,1,0,1,4240,3168,1975,1,A1,0,45352,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6368,21,NA,A1,64 JANSEN STREET,NA,10312,1,0,1,6000,1820,1975,1,A1,985000,45608,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6369,7,NA,A1,310 KOCH BOULEVARD,NA,10312,1,0,1,9500,3747,1992,1,A1,0,45421,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6370,1,NA,A2,497 BARCLAY AVENUE,NA,10312,1,0,1,6300,2821,1980,1,A2,765000,45317,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6370,12,NA,A1,158 WEAVER STREET,NA,10312,1,0,1,6000,2600,1975,1,A1,990000,45511,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6370,43,NA,A1,278 HOLDRIDGE AVENUE,NA,10312,1,0,1,6565,2656,1975,1,A1,0,45621,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6370,64,NA,A2,379 SHIRLEY AVENUE,NA,10312,1,0,1,3000,975,1910,1,A2,670000,45533,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6371,65,NA,A3,147 WEAVER STREET,NA,10312,1,0,1,9500,3440,1970,1,A3,1235000,45519,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6372,56,NA,A3,123 JANSEN STREET,NA,10312,1,0,1,4000,3320,2003,1,A3,1750000,45474,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6373,41,NA,A5,12 WINSLOW PLACE,NA,10312,1,0,1,3442,2058,2015,1,A5,263881,45531,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6377,72,NA,A1,151 SANDBORN STREET,NA,10312,1,0,1,4000,1352,1935,1,A1,690000,45539,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6378,24,NA,A1,122 TALLMAN STREET,NA,10312,1,0,1,6000,2400,1993,1,A1,0,45463,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6398,22,NA,A1,91 ALLEN PLACE,NA,10312,1,0,1,3200,1400,1965,1,A1,815000,45617,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6401,31,NA,A1,15 ALLEN PL,NA,10312,1,0,1,8000,2560,1950,1,A1,0,45555,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6401,49,NA,A1,596 BARCLAY AVE,NA,10312,1,0,1,4003,2500,1996,1,A1,0,45369,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6407,12,NA,A1,275 NOEL STREET,NA,10312,1,0,1,12000,2116,1983,1,A1,0,45330,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6407,37,NA,A3,446 SHIRLEY AVENUE,NA,10312,1,0,1,8534,4000,1987,1,A3,0,45390,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6417,4,NA,A1,364 BARCLAY AVENUE,NA,10312,1,0,1,4000,1890,1945,1,A1,0,45497,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6422,30,NA,A1,189 TALLMAN STREET,NA,10312,1,0,1,4000,1900,1990,1,A1,0,45453,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6424,58,NA,A1,65 RAE AVENUE,NA,10312,1,0,1,10000,2772,1975,1,A1,1170000,45495,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6425,37,NA,A1,70 RAE AVENUE,NA,10312,1,0,1,6000,2168,1975,1,A1,0,45442,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6429,90,NA,A3,25 BLUE HERON COURT,NA,10312,1,0,1,12695,4030,2000,1,A3,0,45314,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6431,181,NA,A5,365 POILLON AVENUE,NA,10312,1,0,1,2996,1776,2023,1,A5,856348,45498,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6431,183,NA,A5,363 POILLON AVENUE,NA,10312,1,0,1,2954,1775,2023,1,A5,855330,45569,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6431,185,NA,A5,359 POILLON AVENUE,NA,10312,1,0,1,2985,1776,2023,1,A5,819691,45463,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6431,187,NA,A5,357 POILLON,NA,10312,1,0,1,3016,1543,2023,1,A5,824783,45520,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6441,102,NA,A1,12 DOLE STREET,NA,10312,1,0,1,4400,1929,1935,1,A1,885000,45565,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6441,175,NA,B2,30 NEWTON STREET,NA,10312,2,0,2,8140,2570,2024,1,A1,800000,45463,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6452,9,NA,A6,26 ZEPHYR AVENUE,NA,10312,1,0,1,3591,220,1920,1,A6,235000,45323,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6475,85,NA,A3,17 NICOLOSI LOOP,NA,10312,1,0,1,13390,5994,2002,1,A3,0,45589,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6475,523,NA,A5,349 ARBUTUS AVENUE,NA,10312,1,0,1,1547,1426,2011,1,A5,0,45328,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6499,30,NA,A3,490 JANSEN STREET,NA,10312,1,0,1,21836,4346,1985,1,A3,2275000,45391,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6499,126,NA,A3,24 WENDY DRIVE,NA,10312,1,0,1,24540,3954,1986,1,A3,0,45656,2024
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6517,175,NA,A1,465 JANSEN STREET,NA,10312,1,0,1,13600,4800,1985,1,A1,1125166,45372,2024
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,5406,1,NA,B2,381 HAROLD AVENUE,NA,10312,2,0,2,5032,2654,2015,1,B2,0,45449,2024
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6209,11,NA,B9,194 SNEDEN AVENUE,NA,10312,2,0,2,2600,1592,2005,1,B9,848000,45604,2024
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6209,77,NA,B9,177 MOSELY AVENUE,NA,10312,2,0,2,3250,2008,1986,1,B9,0,45322,2024
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6212,98,NA,B2,1110 ARDEN AVENUE,NA,10312,2,0,2,4470,2500,2000,1,B2,0,45479,2024
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6214,1,NA,B2,163 FABIAN STREET,NA,10312,2,0,2,4500,3496,2000,1,B2,0,45341,2024
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6217,22,NA,S2,91 BARCLAY AVENUE,NA,10312,2,1,3,4646,2218,1925,1,S2,0,45496,2024
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6217,41,NA,B2,36 FABIAN STREET,NA,10312,2,0,2,7500,3100,1997,1,B2,10,45601,2024
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6217,41,NA,B2,36 FABIAN STREET,NA,10312,2,0,2,7500,3100,1997,1,B2,10,45637,2024
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6226,98,NA,B2,65 JEFFERSON BOULEVARD,NA,10312,2,0,2,5650,2228,1983,1,B2,810000,45390,2024
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6227,21,NA,B2,170 DETROIT AVENUE,NA,10312,2,0,2,4000,2194,1983,1,B2,740560,45538,2024
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6233,21,NA,B2,218 RENSSELAER AVENUE,NA,10312,2,0,2,4000,1936,2002,1,B2,1235000,45581,2024
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6234,35,NA,B2,198 SHELDON AVENUE,NA,10312,2,0,2,4000,2400,1997,1,B2,0,45551,2024
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6236,17,NA,B9,188 STAFFORD AVENUE,NA,10312,2,0,2,10000,4340,1984,1,B9,0,45385,2024
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6237,4,NA,B2,409 JEFFERSON BOULEVARD,NA,10312,2,0,2,6000,2594,1986,1,B2,0,45554,2024
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6237,70,NA,B1,191 STAFFORD AVENUE,NA,10312,2,0,2,5000,2208,1970,1,B1,0,45385,2024
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6240,135,NA,B3,4945 AMBOY ROAD,NA,10312,2,0,2,11880,2336,1986,1,B3,1085000,45588,2024
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6249,12,NA,B2,5135 AMBOY ROAD,NA,10312,2,0,2,3800,1984,1975,1,B2,0,45307,2024
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6249,33,NA,B2,1044 ANNADALE ROAD,NA,10312,2,0,2,3825,2288,2013,1,B2,975000,45649,2024
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6249,218,NA,B2,24 TENAFLY PL,NA,10312,2,0,2,5974,2298,2012,1,B2,0,45523,2024
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6249,219,NA,B2,20 TENAFLY PL,NA,10312,2,0,2,6026,2480,2012,1,B2,0,45453,2024
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6249,219,NA,B2,20 TENAFLY PLACE,NA,10312,2,0,2,6026,2480,2012,1,B2,0,45347,2024
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6249,220,NA,B2,16 TENAFLY PL,NA,10312,2,0,2,6026,2298,2012,1,B2,0,45347,2024
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6249,220,NA,B2,16 TENAFLY PLACE,NA,10312,2,0,2,6026,2298,2012,1,B2,1199000,45491,2024
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6249,646,NA,B2,39 TENAFLY PLACE,NA,10312,2,0,2,3936,2726,2019,1,B2,0,45600,2024
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6251,30,NA,B2,48 DOWNES AVENUE,NA,10312,2,0,2,5959,2385,1985,1,B2,0,45384,2024
