"permit_issued_date","lon","lat","year"
2017-08-22,-74.11732,40.602563,2017
2017-08-22,-74.16486,40.537238,2017
2017-08-22,-74.204046,40.542094,2017
2018-02-01,-74.101906,40.562435,2018
2017-08-22,-74.100724,40.563814,2017
2017-08-22,-74.090032,40.572499,2017
2017-08-22,-74.090072,40.572458,2017
2017-08-22,-74.096772,40.573569,2017
2017-08-22,-74.089127,40.573466,2017
2017-08-22,-74.089127,40.573466,2017
2017-08-22,-74.100724,40.563814,2017
2017-08-22,-74.145824,40.53859,2017
2017-08-22,-74.202657,40.524129,2017
2017-08-23,-74.240655,40.499212,2017
2017-08-23,-74.068838,40.614042,2017
