borough,neighborhood,building_class_category,tax_class_at_present,block,lot,ease_ment,building_class_at_present,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date,year
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6211,16,NA,A5,15 EAGAN AVENUE,NA,10312,1,0,1,2550,1825,1986,1,A5,550000,44126,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6211,52,NA,A5,70 SEGUINE PLACE,NA,10312,1,0,1,2700,1320,1986,1,A5,455500,44027,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6212,46,NA,A5,44 LUCY LOOP,NA,10312,1,0,1,2700,1500,2000,1,A5,410670,44145,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6212,58,NA,A5,93 LORRAIN AVENUE,NA,10312,1,0,1,1650,1548,2005,1,A5,520000,44004,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6212,59,NA,A5,91 LORRAINE AVENUE,NA,10312,1,0,1,1650,1548,2005,1,A5,530000,44195,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6212,61,NA,A5,87 LORRAINE AVE,NA,10312,1,0,1,1650,1548,2005,1,A5,545000,44075,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6212,77,NA,A1,1068 ARDEN AVENUE,NA,10312,1,0,1,4200,790,1925,1,A1,0,44063,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6215,44,NA,A2,142 FABIAN STREET,NA,10312,1,0,1,7500,800,1955,1,A2,0,43990,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6216,34,NA,A5,12 EAGAN AVENUE,NA,10312,1,0,1,1333,1145,1994,1,A5,458000,44019,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6216,37,NA,A5,18 EAGAN AVENUE,NA,10312,1,0,1,1333,1145,1994,1,A5,435000,44063,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6217,8,NA,A1,121 BARCLAY AVENUE,NA,10312,1,0,1,3700,1163,1925,1,A1,650000,44182,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6219,1,NA,A5,64 LORRAINE AVENUE,NA,10312,1,0,1,11830,1700,2004,1,A5,472000,43980,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6219,14,NA,A5,90 LORRAINE AVENUE,NA,10312,1,0,1,1650,1700,2004,1,A5,580000,43952,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6220,65,NA,A5,46 ENDVIEW STREET,NA,10312,1,0,1,2678,1344,2003,1,A5,575000,44141,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6220,70,NA,A5,56 ENDVIEW STREET,NA,10312,1,0,1,1648,1344,2003,1,A5,518000,44172,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6222,47,NA,A5,29 LORRAINE AVENUE,NA,10312,1,0,1,2400,1500,2004,1,A5,627000,44151,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6226,15,NA,A1,730 ANNADALE ROAD,NA,10312,1,0,1,5200,1465,1930,1,A1,631000,44105,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6227,10,NA,A2,117 JEFFERSON BOULEVARD,NA,10312,1,0,1,5000,1096,1965,1,A2,0,43854,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6235,25,NA,A1,219 SHELDON AVENUE,NA,10312,1,0,1,8000,1375,1945,1,A1,237000,43908,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6236,37,NA,A1,154 STAFFORD AVENUE,NA,10312,1,0,1,4000,1966,1935,1,A1,797000,44013,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6236,64,NA,A1,137 SINCLAIR AVENUE,NA,10312,1,0,1,8000,2960,1975,1,A1,865000,43997,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6237,19,NA,A1,220 VINELAND AVENUE,NA,10312,1,0,1,4000,2368,2000,1,A1,835000,44091,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6237,47,NA,A2,496 ARDEN AVENUE,NA,10312,1,0,1,6000,924,1940,1,A2,480000,44011,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6238,35,NA,A1,214 CROWN AVENUE,NA,10312,1,0,1,8000,2870,1975,1,A1,929000,44090,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6238,41,NA,A1,460 ARDEN AVENUE,NA,10312,1,0,1,6400,2232,1975,1,A1,0,43853,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6239,7,NA,A1,473 JEFFERSON BLVD,NA,10312,1,0,1,7200,1758,1930,1,A1,0,43986,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6240,49,NA,A1,4905 AMBOY ROAD,NA,10312,1,0,1,6850,1300,1940,1,A1,550000,44113,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,1,NA,A2,4969 AMBOY ROAD,NA,10312,1,0,1,7695,1040,1960,1,A2,750000,44070,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,166,NA,A1,62 HILLIS STREET,NA,10312,1,0,1,4700,2560,1970,1,A1,270000,44085,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,177,NA,A2,59 PINE TERRACE,NA,10312,1,0,1,6000,1346,1960,1,A2,635000,43867,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,235,NA,A2,14 PINE TERRACE,NA,10312,1,0,1,4500,1008,1960,1,A2,0,44181,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6247,60,NA,A1,6 POILLON AVENUE,NA,10312,1,0,1,12100,2280,1978,1,A1,1400000,44172,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,30,NA,A1,1048 ANNADALE ROAD,NA,10312,1,0,1,6410,1200,1950,1,A1,0,44088,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,145,NA,A1,22 ELY AVENUE,NA,10312,1,0,1,5203,2400,1965,1,A1,700000,44070,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,150,NA,A5,11 ELY AVENUE,NA,10312,1,0,1,4110,1440,1965,1,A5,519000,44089,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,153,NA,A1,19 ELY AVENUE,NA,10312,1,0,1,5040,1768,1965,1,A1,706000,44099,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,217,NA,A1,994 ANNADALE ROAD,NA,10312,1,0,1,3680,1608,2012,1,A1,800000,44154,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,239,NA,A2,116 NORTH PINE TERRACE,NA,10312,1,0,1,4000,2008,1965,1,A2,0,44175,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,400,NA,A2,944 ANNADALE ROAD,NA,10312,1,0,1,7500,1296,1945,1,A2,624000,44158,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6251,4,NA,A1,221 ALBEE AVENUE,NA,10312,1,0,1,7000,1480,1945,1,A1,750000,44186,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6252,19,NA,A2,26 BUFFINGTON AVENUE,NA,10312,1,0,1,4000,1492,1950,1,A2,0,44101,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6252,35,NA,A1,126 SOUTH RAILROAD ST,NA,10312,1,0,1,5110,2400,1992,1,A1,710000,43846,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6253,1,NA,A2,37 BUFFINGTON AVENUE,NA,10312,1,0,1,5300,2600,1983,1,A2,780000,44186,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6261,67,NA,A2,253 EDGEGROVE AVENUE,NA,10312,1,0,1,4000,1260,1925,1,A2,430000,43840,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6269,56,NA,A1,257 STAFFORD AVENUE,NA,10312,1,0,1,10900,2065,1980,1,A1,0,43852,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6271,32,NA,A1,19 CANTON AVENUE,NA,10312,1,0,1,4000,1858,1955,1,A1,790000,44109,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6278,22,NA,A1,315 EDGEGROVE AVENUE,NA,10312,1,0,1,4000,1900,1975,1,A1,0,43879,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6278,58,NA,A2,346 IONIA AVENUE,NA,10312,1,0,1,4000,1170,1960,1,A2,640000,44169,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6281,35,NA,A1,381 EDGEGROVE AVENUE,NA,10312,1,0,1,6300,2346,1976,1,A1,0,44069,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6303,59,NA,A1,453 SINCLAIR AVENUE,NA,10312,1,0,1,4400,1568,1980,1,A1,0,44139,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6305,119,NA,A3,385 VINELAND AVENUE,NA,10312,1,0,1,10000,3952,1986,1,A3,1075000,44076,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6320,32,NA,A1,153 DOWNES AVENUE,NA,10312,1,0,1,4000,2250,1965,1,A1,0,43908,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6320,67,NA,A2,70 BUFFINGTON AVENUE,NA,10312,1,0,1,4000,1125,1965,1,A2,615000,44165,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6321,4,NA,A2,23 ALVINE AVENUE,NA,10312,1,0,1,4400,988,1935,1,A2,580000,44112,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6321,5,NA,A1,19 ALVINE AVENUE,NA,10312,1,0,1,4778,3570,1935,1,A1,920000,44153,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6323,3,NA,A1,270 ALBEE AVENUE,NA,10312,1,0,1,4000,2088,1975,1,A1,750000,44131,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6352,52,NA,A3,80 BAYVIEW TERRACE,NA,10312,1,0,1,6005,7580,1988,1,A3,0,43911,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6364,145,NA,A1,315 KINGHORN STREET,NA,10312,1,0,1,10700,4080,1985,1,A1,1375000,43893,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6365,1,NA,A1,547 BARCLAY AVE,NA,10312,1,0,1,8000,2467,1980,1,A1,930000,44180,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6365,7,NA,A3,248 NOEL STREET,NA,10312,1,0,1,7600,3610,1980,1,A3,0,44174,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6367,29,NA,A3,282 HAROLD AVENUE,NA,10312,1,0,1,5908,2790,2019,1,A3,1527375,44096,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6367,39,NA,A3,296 HAROLD AVENUE,NA,10312,1,0,1,5899,2790,2019,1,A3,1517193,43966,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6371,5,NA,A1,463 BARCLAY AVENUE,NA,10312,1,0,1,6000,2500,1970,1,A1,750000,43836,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6372,44,NA,A1,105 JANSEN STREET,NA,10312,1,0,1,9776,2458,1970,1,A1,638000,43927,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6377,61,NA,A1,131 SANDBORN STRET,NA,10312,1,0,1,7000,2156,1980,1,A1,0,44055,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6378,1,NA,A1,161 EYLANDT STREET,NA,10312,1,0,1,6100,2370,1970,1,A1,0,44173,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6378,6,NA,A1,158 TALLMAN STREET,NA,10312,1,0,1,6600,1924,1975,1,A1,490000,43966,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6378,49,NA,A3,111 EYLANDT STREET,NA,10312,1,0,1,12000,2820,1988,1,A3,1050000,44119,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6382,1,NA,A1,347 BARCLAY AVENUE,NA,10312,1,0,1,4280,1904,1987,1,A1,0,44125,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6382,3,NA,A1,343 BARCLAY AVENUE,NA,10312,1,0,1,4137,2500,1995,1,A1,725000,43978,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6382,48,NA,A1,101 TALLMAN STREET,NA,10312,1,0,1,8000,2340,1980,1,A1,0,44091,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6401,31,NA,A1,15 ALLEN PLACE,NA,10312,1,0,1,8000,2560,1950,1,A1,0,43993,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6421,1,NA,A1,226 TALLMAN STREET,NA,10312,1,0,1,8000,4500,1980,1,A1,970000,44027,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6421,57,NA,A1,256 TALLMAN STREET,NA,10312,1,0,1,8000,3389,1980,1,A1,0,43836,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6424,26,NA,A1,256 BARCLAY AVENUE,NA,10312,1,0,1,6000,2436,1975,1,A1,850000,44160,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6469,78,NA,A0,48 POILLON AVENUE,NA,10312,1,0,1,20520,1200,1959,1,A0,900000,44000,2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6475,75,NA,A3,15 NICOLOSI LOOP,NA,10312,1,0,1,12264,7650,1988,1,A3,1700000,44077,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,5406,39,NA,B2,119 ELMBANK STREET,NA,10312,2,0,2,5000,2392,1980,1,B2,850000,44148,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,5407,27,NA,B2,165 BATHGATE STREET,NA,10312,2,0,2,5000,2887,2018,1,B2,1120074,44012,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,5407,29,NA,B2,169 BATHGATE STREET,NA,10312,2,0,2,5000,2887,2018,1,B2,1120075,44152,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,5408,16,NA,B9,170 BATHGATE STREET,NA,10312,2,0,2,7600,1492,1995,1,B9,710000,44070,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,5408,45,NA,B9,441 HAROLD AVENUE,NA,10312,2,0,2,3555,2496,1997,1,B9,0,43936,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6205,85,NA,B9,15 SEGUINE PLACE,NA,10312,2,0,2,3250,1804,1986,1,B9,0,44101,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6205,97,NA,B9,51 SEGUINE PLACE,NA,10312,2,0,2,3250,1804,1986,1,B9,600000,44067,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6209,78,NA,B9,173 MOSELY AVENUE,NA,10312,2,0,2,3250,2008,1986,1,B9,0,44144,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6212,16,NA,B2,68 JEANNETTE AVENUE,NA,10312,2,0,2,4000,1600,2007,1,B2,930000,44071,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6212,18,NA,B2,70 JEANNETTE AVENUE,NA,10312,2,0,2,4000,1600,2007,1,B2,990000,44166,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6212,34,NA,B9,41 LUCY LOOP,NA,10312,2,0,2,5070,1500,2000,1,B9,0,43949,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6212,160,NA,B2,103 JEANETTE AVENUE,NA,10312,2,0,2,4300,2500,2000,1,B2,0,44076,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6214,3,NA,B2,159 FABIAN STREET,NA,10312,2,0,2,8000,2330,1960,1,B2,0,44042,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6214,41,NA,B2,62 EAGAN AVENUE,NA,10312,2,0,2,7500,3528,1990,1,B2,0,43987,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6214,49,NA,B2,78 EAGAN AVENUE,NA,10312,2,0,2,5000,3967,2019,1,B2,997885,44158,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6215,9,NA,B2,169 BARCLAY AVENUE,NA,10312,2,0,2,4000,2090,2012,1,B2,900000,43882,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6221,18,NA,B3,1020 ARDEN AVENUE,NA,10312,2,0,2,5670,2528,1955,1,B3,935000,43874,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6227,45,NA,B2,134 DETROIT AVENUE,NA,10312,2,0,2,3667,2982,2017,1,B2,900000,44070,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6227,47,NA,B2,792 ARDEN AVENUE,NA,10312,2,0,2,5850,2800,2004,1,B2,1085000,44036,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6228,21,NA,B2,N/A EDGEGROVE AVENUE,NA,10312,2,0,2,3903,2323,2019,1,B2,935000,44124,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6229,24,NA,B2,161 EDGEGROVE AVENUE,NA,10312,2,0,2,4000,2479,2019,1,B2,0,43966,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6232,15,NA,B2,174 RATHBUN AVENUE,NA,10312,2,0,2,4000,1807,1965,1,B2,0,43838,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6234,70,NA,B2,211 RENSSELAER AVENUE,NA,10312,2,0,2,4000,2500,1997,1,B2,820000,43899,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6238,48,NA,B9,177 VINELAND AVE,NA,10312,2,0,2,2900,1400,2000,1,B9,0,43851,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6239,38,NA,B2,642 WOODROW ROAD,NA,10312,2,0,2,7500,2156,1978,1,B2,797500,44144,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6246,63,NA,B2,5041 AMBOY ROAD,NA,10312,2,0,2,9306,2700,1992,1,B2,0,43851,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6249,17,NA,B2,5119 AMBOY ROAD,NA,10312,2,0,2,7712,2667,1925,1,B2,885000,44033,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6249,627,NA,B2,52 BENNETT AVENUE,NA,10312,2,0,2,5205,3122,2019,1,B2,975000,43980,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6249,642,NA,B2,31 TENAFLY PLACE,NA,10312,2,0,2,4583,2454,2007,1,B2,1189000,44117,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6249,649,NA,B2,41 TENAFLY PLACE,NA,10312,2,0,2,3936,2726,2019,1,B2,941881,43854,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6250,8,NA,B2,241 ALBEE AVE,NA,10312,2,0,2,4040,1952,1970,1,B2,400000,43865,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6250,8,NA,B2,241 ALBEE AVENUE,NA,10312,2,0,2,4040,1952,1970,1,B2,550000,43955,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6250,100,NA,B2,77 TENAFLY PLACE,NA,10312,2,0,2,4275,2235,2014,1,B2,0,44183,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6253,7,NA,B2,29 BUFFINGTON AVENUE,NA,10312,2,0,2,4000,2926,1984,1,B2,0,44173,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6254,133,NA,B2,141 SOUTH RAILROAD ST,NA,10312,2,0,2,3600,2496,2003,1,B2,650000,43860,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6264,13,NA,B2,246 RATHBUN AVENUE,NA,10312,2,0,2,5960,2200,1986,1,B2,0,43984,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6267,19,NA,B2,208 SINCLAIR AVENUE,NA,10312,2,0,2,4000,2156,1992,1,B2,0,43879,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6270,3,NA,B1,338 CROWN AVENUE,NA,10312,2,0,2,4000,1704,1975,1,B1,840000,44103,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6270,17,NA,B2,314 CROWN AVENUE,NA,10312,2,0,2,4000,2168,1975,1,B2,337500,43950,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6273,1,NA,B2,766 WOODROW ROAD,NA,10312,2,0,2,10143,2368,1983,1,B2,0,44013,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6277,33,NA,B2,337 DETROIT AVENUE,NA,10312,2,0,2,6000,2782,1975,1,B2,865000,43889,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6279,145,NA,B2,208 NORTH RAILROAD ST,NA,10312,2,0,2,4000,2032,1975,1,B2,0,44091,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6280,16,NA,B2,404 EDGEGROVE AVENUE,NA,10312,2,0,2,5960,1984,1975,1,B2,0,44046,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6280,50,NA,B2,197 NORTH RAILROAD ST,NA,10312,2,0,2,4270,2294,2012,1,B2,1060000,43920,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6296,8,NA,B1,482 IONIA AVENUE,NA,10312,2,0,2,7000,1904,1970,1,B1,0,44032,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6299,73,NA,B2,450 RATHBUN AVE,NA,10312,2,0,2,6000,2880,1986,1,B2,0,44101,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6302,71,NA,B2,470 SINCLAIR AVENUE,NA,10312,2,0,2,4800,2280,1985,1,B2,855000,44133,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6303,71,NA,B2,135 DELMAR AVENUE,NA,10312,2,0,2,6000,2493,1980,1,B2,819000,44154,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6305,129,NA,B1,405 VINELAND AVENUE,NA,10312,2,0,2,10000,3888,1986,1,B1,1222500,44105,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6321,130,NA,B2,51 ALVINE AVENUE,NA,10312,2,0,2,11400,3420,1986,1,B2,0,44063,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6354,6,NA,B2,4816 HYLAN BLVD,NA,10312,2,0,2,6000,2980,1993,1,B2,0,43853,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6357,11,NA,B2,411 HOLDRIDGE AVENUE,NA,10312,2,0,2,7000,4488,1986,1,B2,0,43931,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6359,22,NA,B2,25 RYAN PLACE,NA,10312,2,0,2,6000,3248,1984,1,B2,0,44141,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6406,9,NA,B2,65 TYNDALE STREET,NA,10312,2,0,2,6155,2820,1987,1,B2,915000,43990,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6423,6,NA,B2,194 EDWIN STREET,NA,10312,2,0,2,4000,2524,1975,1,B2,0,43936,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6424,23,NA,B3,250 BARCLAY AVENUE,NA,10312,2,0,2,6000,2500,1975,1,B3,800000,44006,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6428,1,NA,B2,4970 AMBOY ROAD,NA,10312,2,0,2,4200,2366,1975,1,B2,715000,43881,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6455,36,NA,B2,219 KENWOOD AVENUE,NA,10312,2,0,2,5664,3076,1996,1,B2,0,44186,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6469,43,NA,B2,15 COTTONTAIL COURT,NA,10312,2,0,2,12918,4200,2000,1,B2,1300000,43941,2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6469,90,NA,B3,70 POILLON AVENUE,NA,10312,2,0,2,15000,4420,1970,1,B3,1100000,44141,2020
5,ANNADALE,05 TAX CLASS 1 VACANT LAND,1B,6302,53,NA,V0,N/A SHELDON AVENUE,NA,10312,0,0,0,4000,0,NA,1,V0,0,44150,2020
5,ANNADALE,05 TAX CLASS 1 VACANT LAND,1B,6302,55,NA,V0,N/A SHELDON AVENUE,NA,10312,0,0,0,2000,0,NA,1,V0,0,44150,2020
5,ANNADALE,05 TAX CLASS 1 VACANT LAND,1B,6302,55,NA,V0,N/A SHELDON AVENUE,NA,10312,0,0,0,2000,0,NA,1,V0,70850,44046,2020
5,ANNADALE,05 TAX CLASS 1 VACANT LAND,1B,6302,56,NA,V0,N/A SHELDON AVENUE,NA,10312,0,0,0,2000,0,NA,1,V0,0,44150,2020
5,ANNADALE,05 TAX CLASS 1 VACANT LAND,1B,6302,56,NA,V0,N/A SHELDON AVENUE,NA,10312,0,0,0,2000,0,NA,1,V0,70850,44046,2020
5,ANNADALE,05 TAX CLASS 1 VACANT LAND,1B,6321,300,NA,V0,N/A ALVINE AVENUE,NA,10312,0,0,0,1394,0,NA,1,V0,580000,44112,2020
5,ANNADALE,05 TAX CLASS 1 VACANT LAND,1B,6431,1,NA,V0,16 SPANISH LANE,NA,10309,0,0,0,1137279,0,NA,1,V0,585000,44046,2020
5,ANNADALE,05 TAX CLASS 1 VACANT LAND,1B,6431,1,NA,V0,54 DISCALA LANE,NA,10309,0,0,0,1150244,0,NA,1,V0,0,43896,2020
5,ANNADALE,05 TAX CLASS 1 VACANT LAND,1B,6431,178,NA,V0,N/A POILLON AVENUE,NA,10312,0,0,0,44607,0,NA,1,V0,487500,44046,2020
